ano,uf,centil,quantidade_de_contribuintes,rendimentos_tributaveis_limite_superior_da_rtb_do_centil_r_milhoes,rtb_soma_centil,rendimentos_tributaveis_rtb_acumulada_do_centil_r_milhoes,rendimentos_tributaveis_media_da_rtb_do_centil_r,rendimentos_sujeitos_a_tribut_exclusiva_r_milhoes,rendimentos_isentos_lucros_e_dividendos_r_milhoes,rendimentos_isentos_rendim_socio_titular_me_epp_opt_simples_r_milhoes,rendimentos_isentos_outros_rendimentos_isentos_r_milhoes,despesas_dedutiveis_previdencia_r_milhoes,despesas_dedutiveis_dependentes_r_milhoes,despesas_dedutiveis_instrucao_r_milhoes,despesas_dedutiveis_medicas_r_milhoes,despesas_dedutiveis_pensao_alimenticia_r_milhoes,despesas_dedutiveis_livro_caixa_r_milhoes,imposto_devido_r_milhoes,bens_imoveis,bens_e_direitos_moveis_r_milhoes,bens_e_direitos_financeiros_r_milhoes,bens_e_direitos_outros_bens_e_direitos_r_milhoes,dividas_onus,cluster
2006,MT,16.0,2.685,"4.050,00",1087.0,33.47,"4.046,79",0.26,12.4,0.31,10.92,0.1,0.26,0.01,0.02,0.01,,,3945.0,15.94,88.04,3.15,105.0,0
2006,MS,25.0,2.658,"12.000,00",3189.0,303.88,"11.998,14",0.65,4.28,0.41,6.09,0.07,0.27,0.04,0.05,0.03,0.0,,5527.0,11.58,36.35,2.75,472.0,0
2006,GO,29.0,5.962,"12.000,00",7015.0,704.42,"11.765,95",0.58,2.56,0.17,17.44,0.37,1.07,0.15,0.31,0.04,0.02,0.01,16386.0,23.88,57.78,4.4,1189.0,0
2006,AP,34.0,254.0,"15.627,55",394.0,51.48,"15.509,20",0.08,0.03,,0.04,0.12,0.21,0.02,0.01,0.0,,0.0,22.0,0.08,0.47,0.11,5.0,0
2006,PA,25.0,3.039,"12.000,00",3559.0,333.13,"11.712,47",0.9,1.51,0.2,6.18,0.36,0.9,0.13,0.24,0.06,0.02,0.02,333.0,7.84,21.8,1.26,248.0,0
2006,PR,40.0,14.691,"14.800,00",21534.0,"4.008,82","14.658,03",4.28,15.07,1.42,48.13,1.27,2.71,0.33,0.81,0.2,0.03,,42168.0,118.27,302.54,9.94,4414.0,2
2006,GO,30.0,5.962,"12.100,00",7159.0,776.02,"12.008,55",0.61,11.95,0.27,10.2,0.14,0.53,0.06,0.11,0.01,0.01,0.01,11425.0,18.66,89.82,4.75,991.0,0
2006,RJ,35.0,22.391,"15.934,12",35379.0,"5.935,33","15.800,37",14.3,18.84,0.9,81.36,3.55,5.82,1.14,3.09,0.65,0.03,0.16,39454.0,62.49,290.94,16.45,4097.0,2
2006,PB,29.0,1.636,"10.011,52",1597.0,133.05,"9.762,76",0.27,1.54,,5.87,0.06,0.18,0.04,0.08,0.0,,,1741.0,3.55,19.13,0.39,63.0,0
2006,DF,31.0,4.563,"17.977,31",8109.0,"1.125,61","17.771,21",0.99,6.9,0.43,14.09,1.16,1.68,0.44,0.68,0.2,0.02,0.0,10187.0,23.21,42.8,0.98,95.0,0
2006,DF,18.0,4.563,"11.117,46",4798.0,226.53,"10.514,56",3.07,19.13,0.69,33.62,0.62,0.79,0.19,0.43,0.11,0.02,,14307.0,23.96,69.22,2.58,827.0,0
2006,MA,33.0,2.131,"11.645,00",2399.0,236.83,"11.256,84",0.22,0.39,0.01,3.3,0.16,0.43,0.07,0.14,0.02,0.01,0.01,1475.0,3.45,10.07,0.87,214.0,0
2006,MS,27.0,2.658,"12.800,00",3349.0,369.76,"12.597,82",1.84,2.48,0.09,11.39,0.17,0.38,0.04,0.15,0.01,0.0,,8028.0,13.43,42.64,2.23,1754.0,0
2006,AC,29.0,251.0,"12.000,00",296.0,26.97,"11.785,15",0.02,0.01,0,0.54,0.02,0.03,0.0,0.0,0.0,0.0,0.0,282.0,0.38,2.05,0.42,2.0,0
2006,BRASIL,30.0,241.562,"12.000,00",2897.63,"30.721,45","11.995,38",89.84,849.39,49.61,719.81,9.09,20.51,3.35,7.93,2.02,0.49,0.45,5022.08,"1.123,37","5.202,47",189.19,59527.0,3
2006,AP,21.0,254.0,"8.520,00",208.0,8.3,"8.169,89",0.02,0.22,0.01,0.32,0.01,0.04,,0.01,0.0,,,236.0,0.28,0.92,0.08,4.0,0
2006,AP,40.0,254.0,"17.120,76",43.0,76.33,"16.930,01",0.06,0.12,0.02,0.05,0.07,0.15,0.02,0.03,0.02,0.0,0.0,48.0,0.28,1.23,0.12,3.0,0
2006,MT,31.0,2.686,"12.000,00",3221.0,364.96,"11.993,29",0.07,0.29,0.04,4.43,0.06,0.24,0.02,0.06,0.01,0.0,,562.0,11.11,44.41,1.24,305.0,0
2006,BRASIL,50.0,241.563,"17.552,42",4216.89,"103.970,48","17.456,67",67.04,217.01,10.5,554.08,35.83,71.22,10.99,25.21,6.1,1.16,0.47,6427.88,"1.499,35","3.600,81",178.67,51901.0,3
2006,AC,2.0,250.0,0,0.0,0,0,0.01,0.03,0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.4,1.25,0.25,183.0,0
2006,BRASIL,45.0,241.562,"16.418,18",3935.33,"83.451,67","16.291,17",95.39,369.8,19.31,608.42,40.92,73.57,10.49,23.83,5.83,0.94,0.68,6438.9,"1.380,30","3.918,01",403.63,53497.0,3
2006,RN,42.0,1.959,"15.620,00",3045.0,504.25,"15.544,36",1.35,0.77,,1.69,0.24,0.46,0.08,0.17,0.09,0.01,0.0,16.0,4.65,11.78,0.13,183.0,0
2006,ES,29.0,3.386,"12.056,20",4061.0,442.78,"11.993,28",0.71,5.96,0.58,11.49,0.16,0.32,0.06,0.15,0.06,0.01,,5676.0,13.93,61.72,1.18,1892.0,0
2006,MA,27.0,2.131,"8.100,00",1689.0,111.31,"7.925,36",0.27,2.46,0.24,4.81,0.09,0.31,0.05,0.07,0.01,0.0,,1252.0,3.43,18.45,0.96,126.0,0
2006,PB,23.0,1.636,"6.000,00",939.0,53.94,"5.739,64",0.07,1.42,0.02,5.48,0.03,0.1,0.01,0.07,0.02,,0.01,997.0,2.7,7.24,0.23,113.0,0
2006,ES,23.0,3.385,"9.150,00",2994.0,224.24,"8.843,90",0.76,4.18,0.17,14.74,0.17,0.49,0.07,0.23,0.06,0.0,,5723.0,12.03,45.81,0.73,364.0,0
2006,AP,45.0,255.0,"18.467,40",468.0,99.1,"18.335,95",0.1,0.01,,0.08,0.14,0.25,0.01,0.04,0.04,,,15.0,0.42,0.53,0.05,6.0,0
2006,TO,46.0,968.0,"16.342,20",1568.0,368.62,"16.201,43",0.11,0.51,0.05,1.32,0.13,0.32,0.04,0.07,0.01,0.0,0.0,2668.0,6.04,8.26,1.77,596.0,0
2006,AC,18.0,250.0,"4.993,08",114.0,3.02,"4.563,36",0.01,0.02,0,0.56,0.0,0.02,0.0,0.01,0.0,0.0,0.0,81.0,0.02,0.67,0.03,1.0,0
2006,RJ,9.0,22.392,291.45,48.0,0.48,21.6,19.01,28.46,1.34,328.27,0.01,0.03,0.0,0.01,0.0,,0.05,72754.0,69.04,578.57,30.42,6376.0,2
2006,RN,49.0,1.959,"17.424,14",3387.0,730.75,"17.288,86",0.28,0.37,0.02,3.36,0.28,0.53,0.12,0.23,0.08,0.0,0.0,1828.0,5.85,12.32,0.42,141.0,0
2006,AC,27.0,250.0,"10.812,58",264.0,21.24,"10.540,36",0.01,0,0,0.22,0.01,0.02,0.01,0.02,0.0,0.0,0.0,86.0,0.16,0.78,0.05,2.0,0
2006,PB,43.0,1.636,"15.131,82",2458.0,432.63,"15.027,50",0.28,0.47,0.01,1.87,0.09,0.19,0.03,0.08,0.01,0.0,0.0,1115.0,4.77,8.6,0.27,96.0,0
2006,AC,21.0,251.0,"7.200,00",168.0,7.55,"6.692,05",0.01,0.03,0,0.64,0.01,0.04,0.0,0.0,0.01,0.0,0.0,155.0,0.35,1.12,0,11.0,0
2006,MG,30.0,21.09,"10.156,22",20967.0,"2.190,31","9.941,83",6.15,24.55,1.82,68.67,0.95,2.29,0.34,0.9,0.18,0.03,0.02,42567.0,84.43,301.86,12.99,2583.0,2
2006,RR,45.0,331.0,"17.980,40",594.0,104.65,"17.942,47",0.08,,,0.05,0.09,0.25,0.02,0.01,0.02,,0.0,107.0,0.49,0.28,,13.0,0
2006,MG,26.0,21.091,"8.100,00",16843.0,"1.419,55","7.986,01",8.28,85.4,3.06,82.23,0.82,2.19,0.26,0.74,0.19,0.01,0.01,47527.0,102.17,454.89,14.09,6821.0,2
2006,CE,45.0,3.818,"13.820,00",5194.0,754.52,"13.603,59",1.13,3.23,0.1,7.35,0.27,0.54,0.12,0.2,0.11,0.01,,3351.0,10.22,35.63,1,248.0,0
2006,PE,24.0,5.563,"8.080,48",4316.0,270.86,"7.758,06",1.62,5.12,0.62,19.43,0.22,0.61,0.11,0.45,0.09,0.01,0.01,5559.0,12.4,67.57,2.29,572.0,0
2006,BA,28.0,7.644,"8.000,00",5856.0,379.36,"7.660,79",1.48,10.46,0.68,27.5,0.37,0.97,0.13,0.49,0.12,0.01,,8536.0,15.59,81.66,2.37,682.0,0
2006,GO,41.0,5.962,"15.200,00",8997.0,"1.689,80","15.090,82",0.67,2.76,0.29,9.17,0.53,1.04,0.14,0.31,0.07,0.04,0.02,14047.0,28.93,61.79,2.63,1423.0,0
2006,AP,19.0,254.0,"6.500,00",15.0,4.42,"5.895,26",0,0.21,,0.64,0.01,0.02,0.0,0.01,0.0,,,66.0,0.12,1.06,0.02,7.0,0
2006,AM,49.0,2.246,"18.256,89",4077.0,"1.041,05","18.153,00",0.77,0.63,0.17,1.98,0.81,1.59,0.23,0.17,0.15,0.0,0.0,1197.0,4.52,10.33,0.58,155.0,0
2006,PI,37.0,1.173,"9.600,00",1091.0,101.76,"9.300,21",0.2,0.42,,2.94,0.05,0.07,0.01,0.07,0.01,,,651.0,2.53,4.94,0.3,55.0,0
2006,RJ,41.0,22.392,"17.374,35",38605.0,"8.170,16","17.240,47",9.4,17.57,0.98,60.62,4.2,8.03,1.87,3.78,0.89,0.09,0.2,39507.0,87.33,264.63,12.53,323.0,2
2006,GO,15.0,5.962,"4.050,00",2403.0,62.23,"4.030,62",1.48,41.36,2.56,21.85,0.1,0.44,0.02,0.02,0.02,,,1004.0,24.31,133.71,6.4,1929.0,0
2006,PR,18.0,14.691,"5.898,59",8134.0,455.21,"5.537,03",7.83,23.93,1.41,73.55,0.35,1.91,0.1,0.44,0.1,0.01,0.0,46388.0,72.91,270.91,10.34,2634.0,2
2006,RR,35.0,330.0,"15.000,00",494.0,49.87,"14.977,38",0.02,0.01,,0.3,0.02,0.04,0.01,0.0,0.0,,,172.0,0.51,1.21,,19.0,0
2006,CE,47.0,3.819,"14.400,00",5468.0,862.65,"14.317,48",1.99,3.34,0.13,7.25,0.21,0.55,0.1,0.17,0.05,0.02,,298.0,11.15,177.7,0.74,2576.0,0
2006,PR,37.0,14.691,"14.080,92",20512.0,"3.372,23","13.962,40",3.22,19.93,1.32,40.19,0.96,2.3,0.28,0.72,0.14,0.02,0.02,63984.0,112.41,283.93,10.73,3279.0,2
2006,RR,32.0,331.0,"13.802,20",442.0,35.44,"13.358,53",0.04,0.47,0.02,0.34,0.05,0.09,0.01,0.01,,,,289.0,0.82,3.33,,119.0,0
2006,PI,33.0,1.174,"7.241,31",813.0,62.12,"6.924,39",0.16,0.46,0.04,4.65,0.03,0.17,0.02,0.06,0.03,0.0,,679.0,2.06,5.88,0.33,48.0,0
2006,AP,48.0,254.0,"19.244,85",485.0,113.44,"19.076,21",0.15,0,,0.37,0.19,0.39,0.05,0.09,0.06,0.01,0.01,78.0,0.31,0.76,0.23,1.0,0
2006,PR,46.0,14.692,"16.000,00",23333.0,"5.362,17","15.881,43",4.97,14.59,0.96,30.57,1.75,3.48,0.4,0.96,0.15,0.03,0.02,37077.0,110.95,297.38,8.4,3804.0,2
2006,BRASIL,44.0,241.563,"16.183,44",3880.19,"79.516,34","16.062,87",75.73,381.49,17.14,592.9,31.13,57.03,8.06,19.12,4.6,0.77,0.95,5427.18,"1.428,24","4.291,98",235.82,52142.0,3
2006,RJ,18.0,22.392,"8.400,00",1795.0,978.44,"8.016,44",22.76,123.59,8.24,151.53,1.67,3.37,0.63,2.56,0.56,0.01,0.08,65645.0,89.78,689.34,25.33,10912.0,2
2006,SC,41.0,9.032,"14.400,00",12884.0,"2.099,06","14.265,12",2.87,26.9,0.96,27.57,0.88,1.45,0.21,0.33,0.1,0.04,0.03,26416.0,91.61,230.77,6.44,2528.0,0
2006,RJ,34.0,22.392,"15.662,96",3483.0,"5.581,54","15.554,79",8.19,25.4,1.62,55.89,3.09,5.29,1.09,3.02,0.68,0.14,0.14,3813.0,70.77,263.15,10.02,2766.0,0
2006,MG,29.0,21.091,"9.686,73",19895.0,"1.980,64","9.432,91",5.77,81.59,1.5,74.32,0.95,2.52,0.32,1.0,0.19,0.02,0.01,47526.0,90.3,477.14,18.93,3157.0,2
2006,MS,31.0,2.658,"14.217,25",3743.0,514.15,"14.080,19",0.51,0.88,0.12,6.25,0.18,0.46,0.04,0.1,0.02,0.0,0.01,7506.0,15.18,30.31,5.14,716.0,0
2006,MS,20.0,2.658,"9.550,00",2428.0,158.81,"9.136,22",0.46,2.2,0.31,15.34,0.15,0.58,0.07,0.14,0.04,0.01,,7825.0,12.24,36.11,1.94,396.0,0
2006,SP,40.0,73.985,"15.850,02",1163.39,"21.819,06","15.724,62",33.38,104.83,8.02,186.46,12.7,23.29,2.71,8.28,1.9,0.21,0.1,1887.9,450.29,"1.122,34",55.94,16576.0,0
2006,RJ,33.0,22.391,"15.430,47",34251.0,"5.233,24","15.296,95",8.07,21.87,1.67,68.91,3.46,5.97,1.26,2.89,0.61,0.07,0.11,36506.0,67.86,298.69,15.33,312.0,2
2006,AC,16.0,250.0,"3.600,00",71.0,0.86,"2.848,06",0.02,0.01,0,1.06,0.0,0.01,0.0,0.0,0.0,0.0,0.0,85.0,0.19,0.8,0.32,4.0,0
2006,GO,33.0,5.962,"13.246,20",7786.0,"1.002,65","13.059,06",0.56,6.81,0.16,13.98,0.38,1.12,0.18,0.28,0.08,0.0,,15861.0,26.18,63.19,5.91,983.0,0
2006,PR,48.0,14.691,"16.400,00",2392.0,"5.837,38","16.282,18",6.74,19.18,0.82,42.27,1.88,4.09,0.44,1.04,0.15,0.04,0.02,1173.1,132.02,316.49,10.47,4615.0,0
2006,ES,28.0,3.385,"11.887,07",3919.0,402.17,"11.576,84",0.76,8.14,0.62,12.83,0.32,0.6,0.12,0.32,0.07,0.03,,6807.0,16.31,51.59,1.08,471.0,0
2006,BRASIL,33.0,241.563,"13.312,83",3166.56,"39.904,89","13.108,64",90.34,422.54,24.22,779.99,20.88,42.6,6.67,18.76,3.51,0.79,0.42,6132.06,"1.322,57","5.535,63",188.23,55566.0,3
2006,PR,42.0,14.692,"15.100,00",22066.0,"4.448,29","15.019,25",3.28,35.09,0.95,28.75,0.76,1.86,0.18,0.49,0.07,0.03,0.13,3296.0,88.73,321.08,4.85,3897.0,0
2006,ES,31.0,3.385,"12.766,72",4261.0,526.9,"12.586,99",1.03,7.11,0.25,9.42,0.22,0.41,0.08,0.2,0.03,0.01,,5655.0,13.89,50.92,2.06,438.0,0
2006,AM,19.0,2.247,"7.469,80",1566.0,64.19,"6.967,61",0.42,1.54,0.22,6.3,0.16,0.42,0.05,0.08,0.04,0.01,,1193.0,2.97,10.71,2.01,118.0,0
2006,PA,44.0,3.039,"16.748,68",5049.0,"1.176,83","16.614,54",0.61,0.31,0.04,3.19,0.6,1.27,0.18,0.32,0.05,0.02,0.0,2085.0,5.42,18.53,1.35,167.0,0
2006,SC,44.0,9.031,"15.141,22",13582.0,"2.500,06","15.039,51",1.52,9.28,0.33,17.09,0.8,1.27,0.14,0.28,0.1,0.0,0.0,22542.0,71.8,181.02,4.4,1833.0,0
2006,PB,21.0,1.636,"4.591,00",709.0,36.49,"4.333,10",0.26,1.29,0.01,2.66,0.02,0.06,0.0,0.05,0.02,,0.0,745.0,2.05,11.45,0.36,53.0,0
2006,MS,22.0,2.658,"10.622,84",2741.0,212.24,"10.313,83",0.88,1.24,0.08,11.96,0.14,0.5,0.03,0.13,0.03,,,8675.0,13.68,34.09,2.83,621.0,0
2006,PE,44.0,5.562,"15.680,00",8666.0,"1.685,09","15.579,84",0.84,2.21,0.35,7.6,0.66,1.17,0.21,0.47,0.16,0.12,0.02,503.0,14.79,31.3,1.74,608.0,0
2006,SC,32.0,9.031,"10.790,00",9467.0,"1.064,87","10.482,87",2.63,16.71,0.71,29.52,0.54,1.2,0.17,0.31,0.15,0.02,,22218.0,70.3,181.92,4.14,1685.0,0
2006,MS,18.0,2.658,"8.100,00",2075.0,112.11,"7.804,95",0.71,7.53,0.3,11.35,0.17,0.5,0.05,0.14,0.05,0.01,0.0,8502.0,14.79,38.87,2.88,391.0,0
2006,MS,29.0,2.658,"13.600,00",3566.0,440.06,"13.414,74",0.32,0.76,0.12,7.02,0.18,0.52,0.05,0.16,0.01,0.03,,8038.0,14.2,31.72,3.04,449.0,0
2006,RS,47.0,18.034,"15.845,72",28348.0,"6.047,42","15.719,21",4.4,16.91,1.23,42.64,2.32,3.63,0.49,0.96,0.38,0.04,0.03,49373.0,118.34,264.55,11.04,4125.0,2
2006,AM,35.0,2.247,"15.320,20",341.0,507.47,"15.175,15",0.75,1.31,0.1,2.21,0.76,1.22,0.19,0.12,0.08,0.01,0.0,781.0,2.97,4.96,0.2,9.0,0
2006,MA,35.0,2.131,"12.170,79",2564.0,287.91,"12.034,23",0.25,2.75,0.03,2.19,0.07,0.19,0.02,0.06,,0.01,,1306.0,4.41,16.66,1.8,351.0,0
2006,AM,14.0,2.247,"3.080,00",458.0,4.94,"2.037,03",2.44,41.87,0.03,11.39,0.06,0.19,0.0,0.03,0.01,,,1464.0,2.32,17.34,0.55,99.0,0
2006,AM,43.0,2.246,"17.280,00",385.0,800.52,"17.142,14",0.72,0.39,0.08,1.54,0.73,1.33,0.24,0.2,0.06,0.01,0.0,1144.0,2.61,5.76,0.43,119.0,0
2006,DF,21.0,4.564,"13.699,43",6064.0,397.25,"13.286,50",2.06,8.23,1.75,27.19,0.8,0.96,0.23,0.4,0.08,0.03,,12302.0,24.8,82.21,2.81,1805.0,0
2006,RJ,37.0,22.391,"16.396,60",36416.0,"6.658,48","16.263,67",8.7,32.29,2.45,57.85,3.75,6.63,1.47,3.5,0.61,0.06,0.19,38853.0,70.13,284.51,13.27,3179.0,2
2006,SC,19.0,9.031,"4.050,00",3658.0,198.49,"4.050,00",1.17,45.34,1.27,23.96,0.17,0.42,0.01,0.02,0.01,,,12548.0,55.49,190.33,2.62,1589.0,0
2006,MG,47.0,21.091,"15.857,43",33176.0,"7.029,40","15.729,99",5.3,13.94,0.63,54.06,2.64,5.09,0.74,1.41,0.44,0.08,0.02,46922.0,109.21,272.56,9.43,3451.0,2
2006,GO,22.0,5.963,"8.000,00",4497.0,290.83,"7.542,22",0.68,10.64,0.45,20.48,0.2,1.03,0.07,0.24,0.03,0.0,,1706.0,21.75,50,5.41,872.0,0
2006,AP,41.0,255.0,"17.514,96",442.0,80.75,"17.332,58",0.06,0.01,0.01,0.1,0.09,0.22,0.02,0.02,0.02,,,78.0,0.29,0.65,0,13.0,0
2006,BA,26.0,7.644,"6.500,00",4716.0,268.14,"6.169,23",2.11,10.23,0.3,24.62,0.2,0.68,0.08,0.42,0.07,,0.0,7633.0,13.59,74.27,3.08,1167.0,0
2006,AC,14.0,250.0,0.01,0.0,0,0,0.02,0.02,0.01,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1245.0,0.87,2.12,0.73,4.0,0
2006,BA,22.0,7.643,"4.200,00",3112.0,107.81,"4.071,27",2.22,44.26,1.88,22.42,0.21,0.38,0.04,0.14,0.05,,,7619.0,21.12,146.76,3.44,87.0,0
2006,RR,29.0,330.0,"12.000,00",386.0,22.9,"11.685,88",0.04,0.01,,0.49,0.04,0.07,0.01,0.01,0.0,,0.01,149.0,0.55,1.79,0.01,2.0,0
2006,PB,38.0,1.636,"14.000,00",2269.0,312.97,"13.868,50",0.29,0.14,0.05,3.5,0.14,0.28,0.03,0.11,0.02,0.01,0.0,1405.0,4.97,9.89,0.33,9.0,0
2006,BRASIL,31.0,241.563,"12.498,93",2957.86,"33.679,30","12.244,66",119.51,637.44,26.91,945.18,20.42,41.17,6.28,18.68,3.56,0.61,0.25,6257.87,"1.292,48","4.938,48",196.62,51929.0,3
2006,PE,46.0,5.563,"16.090,55",8898.0,"1.862,00","15.995,52",2.06,5.39,0.11,8.45,0.69,1.28,0.23,0.54,0.09,0.04,0.01,4381.0,19.14,45.89,1.5,557.0,0
2006,RS,12.0,18.034,"1.400,00",132.0,13.21,732.04,7.2,18.28,1.05,145.49,0.12,0.46,0.01,0.08,0.02,0.0,0.01,64674.0,76.18,379.9,16.87,4365.0,2
2006,DF,12.0,4.564,"4.050,00",1774.0,27.56,"3.888,01",2.38,80.2,7.39,33.56,0.32,0.44,0.03,0.14,0.06,0.0,,16748.0,39.56,118.86,5.32,2593.0,0
2006,RS,39.0,18.034,"13.860,22",24654.0,"3.896,29","13.670,82",6.94,26.59,2.86,58.41,1.5,2.45,0.36,0.89,0.16,0.09,0.02,55991.0,128.28,322.02,11.43,4479.0,2
2006,MG,50.0,21.09,"16.500,00",34558.0,"8.052,76","16.386,08",4.9,31.38,0.6,63.72,3.16,5.47,0.78,1.59,0.49,0.08,0.02,48018.0,119.46,292.05,10.64,368.0,2
2006,TO,23.0,968.0,"9.250,00",861.0,68.7,"8.898,88",0.08,0.07,0.02,1.58,0.04,0.15,0.01,0.02,,,,1581.0,2.22,5.09,0.55,136.0,0
2006,BA,48.0,7.643,"15.960,48",12091.0,"2.333,42","15.819,21",1.8,3.89,0.23,9.04,1.54,2.25,0.43,1.14,0.2,0.01,0.03,5715.0,17.56,40.14,1.55,647.0,0
2006,PR,25.0,14.691,"9.600,00",13662.0,"1.248,63","9.299,43",3.56,26.35,1.8,62.37,0.69,2.72,0.27,0.76,0.1,0.03,0.0,43189.0,90.29,592.53,11.44,307.0,2
2006,PA,38.0,3.039,"15.533,33",4688.0,883.01,"15.426,70",0.64,0.09,0.04,4.23,0.67,1.27,0.15,0.29,0.06,0.02,0.0,2415.0,6.3,13.94,0.94,293.0,0
2006,RN,35.0,1.959,"13.737,87",264.0,301.66,"13.477,71",0.53,0.41,0.08,7.49,0.21,0.33,0.05,0.21,0.09,0.01,,2078.0,5.69,15.92,0.21,156.0,0
2006,BA,40.0,7.644,"14.000,00",1059.0,"1.415,43","13.853,48",2.06,9.37,1.02,13.88,0.73,1.44,0.29,0.68,0.09,0.03,0.03,8714.0,21.54,78.19,3.09,767.0,0
2006,SC,25.0,9.031,"7.200,00",6264.0,498.98,"6.936,54",3.81,19.9,0.61,32.98,0.3,0.98,0.08,0.21,0.06,0.01,,1959.0,52.37,219.06,3.57,1205.0,0
2006,PE,19.0,5.563,"4.645,64",2424.0,94.36,"4.358,11",1.42,4.67,0.11,13.15,0.07,0.21,0.02,0.15,0.03,0.0,0.0,3301.0,6.27,48.37,1.27,614.0,0
2006,RS,21.0,18.034,"5.665,70",9677.0,654.66,"5.365,80",4.35,31.08,1.11,94.5,0.53,1.64,0.1,0.41,0.1,0.02,0.01,51688.0,83.07,268.32,8.96,2977.0,2
2006,SE,32.0,1.381,"13.072,74",177.0,196.57,"12.817,79",0.32,0.35,0.07,2.9,0.11,0.18,0.03,0.05,0.02,,,1511.0,3.8,8.12,0.48,12.0,0
2006,MG,21.0,21.091,"5.262,25",10456.0,702.79,"4.957,60",19.79,58.25,0.97,88.2,0.47,1.62,0.1,0.68,0.08,0.01,0.01,42059.0,65.87,325.84,9.99,3875.0,2
2006,RR,33.0,330.0,"14.400,00",466.0,40.1,"14.127,23",0.03,0.1,0.02,0.21,0.04,0.07,0.01,0.01,0.01,,,141.0,1.08,2.25,0.27,43.0,0
2006,TO,25.0,968.0,"10.223,24",972.0,87.69,"10.040,72",0.11,0.23,,1.48,0.03,0.11,0.01,0.01,0.01,,,19.0,1.91,8.97,1.51,175.0,0
2006,MS,15.0,2.658,"5.960,00",1445.0,56.34,"5.436,12",0.56,2.26,0.66,12.74,0.09,0.41,0.04,0.1,0.02,,,782.0,12.66,31.75,1.06,294.0,0
2006,TO,26.0,969.0,"10.800,00",1021.0,97.9,"10.539,74",0.08,0.26,0.02,1.01,0.06,0.15,0.02,0.03,,,0.01,1702.0,2.9,5.8,0.55,106.0,0
2006,MA,29.0,2.131,"9.250,00",1899.0,148.14,"8.910,25",0.21,0.35,0.34,4.13,0.14,0.37,0.05,0.11,0.01,,0.01,1253.0,3.35,7.35,0.51,91.0,0
2006,PE,50.0,5.563,"17.106,64",9449.0,"2.231,50","16.985,44",1.16,2.17,0.38,9.15,0.81,1.49,0.36,0.9,0.17,0.02,0.0,4881.0,19.58,42.5,1.88,555.0,0
2006,RJ,17.0,22.391,"7.613,10",16073.0,798.94,"7.178,40",19.39,62.86,2.22,168.22,1.49,3.22,0.5,2.8,0.45,0.03,0.04,5903.0,77.14,844.8,41.73,6485.0,0
2006,CE,23.0,3.819,"4.000,00",1419.0,32.69,"3.715,63",0.43,4.03,0.28,14.9,0.06,0.2,0.02,0.1,0.02,0.0,,2744.0,7.47,44.41,1.05,1847.0,0
2006,AC,9.0,251.0,0,0.0,0,0,0,0,0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.18,0.74,0.02,0.0,0
2006,MG,45.0,21.09,"15.384,30",32169.0,"6.370,61","15.253,00",4.92,13.29,1.14,52.02,2.56,4.77,0.59,1.38,0.4,0.09,0.04,44878.0,109.73,300.45,12.58,3332.0,2
2006,MT,21.0,2.686,"6.884,80",1756.0,104.22,"6.536,35",0.37,1.1,0.45,6.9,0.08,0.41,0.03,0.08,0.01,0.0,,4977.0,8.83,30.36,1.75,255.0,0
2006,MS,44.0,2.658,"16.800,00",4449.0,"1.050,05","16.736,93",0.37,1.42,0.05,3.18,0.44,0.75,0.1,0.25,0.03,0.01,0.0,5628.0,14.06,21.87,1.88,48.0,0
2006,BRASIL,24.0,241.562,"8.800,00",2053.15,"15.333,40","8.499,48",170.54,421.56,22.23,"1.190,62",11.28,32.69,4.07,18.01,3.18,0.26,0.38,6177.29,"1.055,91","4.994,26",194.68,38406.0,3
2006,SP,34.0,73.985,"14.448,00",1060.17,"15.088,03","14.329,49",45.4,181.23,13.22,288.6,7.76,15.46,2.06,6.91,1.41,0.18,0.11,2503.08,535.37,"1.964,71",59.48,2306.0,0
2006,GO,32.0,5.962,"12.853,56",7536.0,924.79,"12.640,88",0.61,4.02,0.13,13.89,0.31,0.86,0.1,0.22,0.06,0.01,,13528.0,24.48,60.42,3.94,665.0,0
2006,MS,35.0,2.658,"15.000,00",3976.0,669.76,"14.958,24",0.67,2.92,0.09,6.69,0.11,0.4,0.06,0.11,0.02,0.01,0.0,5358.0,14.19,34.77,3.98,483.0,0
2006,GO,44.0,5.963,"15.880,22",9398.0,"1.967,95","15.760,98",1.88,4.23,0.22,10.84,0.89,1.61,0.22,0.53,0.06,0.0,0.02,15709.0,29.63,64.06,3.57,1016.0,0
2006,PR,38.0,14.692,"14.360,16",20897.0,"3.581,21","14.223,60",3.67,17.17,0.89,48.65,1.14,2.68,0.27,0.85,0.11,0.01,0.01,44449.0,124.12,276.84,9.79,3326.0,2
2006,PE,20.0,5.563,"5.400,00",278.0,122.16,"4.997,22",1.23,6.44,0.14,18.91,0.1,0.43,0.05,0.31,0.04,0.0,,4604.0,9.51,55.88,1.05,53.0,0
