cluster,rtb_soma_centil,bens_imoveis,dividas_onus
0,-0.38894612847782195,-0.37391818438401003,-0.42207153592671476
1,2.7705698750553824,-0.6189804538084515,1.2897654756995947
2,0.24979911649750078,1.8079897178343844,-0.07671811024967552
3,-0.33747406012140996,-0.5089650480947796,2.818184108443111
