ano,uf,centil,quantidade_de_contribuintes,rendimentos_tributaveis_limite_superior_da_rtb_do_centil_r_milhoes,rtb_soma_centil,rendimentos_tributaveis_rtb_acumulada_do_centil_r_milhoes,rendimentos_tributaveis_media_da_rtb_do_centil_r,rendimentos_sujeitos_a_tribut_exclusiva_r_milhoes,rendimentos_isentos_lucros_e_dividendos_r_milhoes,rendimentos_isentos_rendim_socio_titular_me_epp_opt_simples_r_milhoes,rendimentos_isentos_outros_rendimentos_isentos_r_milhoes,despesas_dedutiveis_previdencia_r_milhoes,despesas_dedutiveis_dependentes_r_milhoes,despesas_dedutiveis_instrucao_r_milhoes,despesas_dedutiveis_medicas_r_milhoes,despesas_dedutiveis_pensao_alimenticia_r_milhoes,despesas_dedutiveis_livro_caixa_r_milhoes,imposto_devido_r_milhoes,bens_imoveis,bens_e_direitos_moveis_r_milhoes,bens_e_direitos_financeiros_r_milhoes,bens_e_direitos_outros_bens_e_direitos_r_milhoes,dividas_onus
2015,AC,55.0,643.0,"41.606,01",2654.0,864.23,"41.271,94",2.71,1.43,0.08,1.56,1.57,1.68,0.46,0.81,0.32,0.02,0.37,1118.0,4.11,5.56,0.16,289.0
2015,AC,56.0,644.0,"42.285,00",2701.0,891.24,"41.945,62",1.59,0.62,0.78,2.07,1.52,1.59,0.45,0.71,0.34,0.08,0.41,1341.0,4.22,7.14,0.22,281.0
2015,AC,57.0,644.0,"43.012,32",2746.0,918.7,"42.647,13",2.1,1.08,0,2.16,1.49,1.42,0.57,0.95,0.37,0.02,0.44,954.0,3.89,6.13,0.58,255.0
2015,AC,58.0,644.0,"43.853,52",2798.0,946.68,"43.443,34",2,0.01,0.02,2.54,1.55,1.8,0.54,0.81,0.39,0.02,0.48,1273.0,3.54,2.85,0.83,163.0
2015,AC,59.0,644.0,"44.622,15",2848.0,975.16,"44.219,75",1.92,0.17,0.04,1.79,1.59,1.67,0.52,0.86,0.31,,0.53,779.0,3.27,4.8,0.91,195.0
2015,AC,60.0,644.0,"45.464,40",2901.0,"1.004,17","45.039,51",2.06,0.07,0.29,1.93,1.57,1.55,0.5,0.96,0.28,0.03,0.59,1249.0,4.09,5.06,0.16,228.0
2015,AC,61.0,644.0,"46.368,00",2959.0,"1.033,76","45.949,44",2.35,0,0.08,2.61,1.54,1.65,0.61,0.97,0.33,0.02,0.63,156.0,3.36,6.24,0.23,313.0
2015,AC,62.0,644.0,"47.298,52",3016.0,"1.063,91","46.827,15",2.31,0.55,0.03,2.82,1.71,1.79,0.61,1.04,0.38,0.01,0.67,1198.0,3.61,4.69,0.12,277.0
2015,AC,63.0,644.0,"48.143,36",3074.0,"1.094,65","47.734,26",2.65,1.2,0.07,6.12,1.57,1.54,0.56,0.89,0.38,0.1,0.75,1974.0,5.39,15.57,1.5,405.0
2015,AC,64.0,643.0,"49.183,85",3129.0,"1.125,94","48.658,29",2.25,0.86,0.02,1.8,1.84,1.71,0.61,1.03,0.45,0.02,0.78,2269.0,4.58,5.17,0.29,372.0
2015,AC,65.0,644.0,"50.206,78",3201.0,"1.157,95","49.706,13",2.14,0.14,0.3,1.61,1.94,1.72,0.75,1.02,0.63,0.04,0.83,969.0,3.42,3.16,0.84,266.0
2015,AC,66.0,644.0,"51.200,00",3264.0,"1.190,59","50.683,00",2.24,0.04,0.37,3.53,1.73,1.62,0.74,1.3,0.39,0.04,0.91,1748.0,4.81,5.68,2.41,184.0
2015,AC,67.0,644.0,"52.319,39",3333.0,"1.223,92","51.753,28",2.63,0.05,0.04,1.78,1.84,1.57,0.74,1.17,0.56,0.1,0.97,1091.0,4.05,4.76,0.61,283.0
2015,AC,68.0,644.0,"53.483,33",3407.0,"1.257,99","52.898,79",2.75,0.13,0.01,5.04,2.09,1.82,0.97,1.5,0.57,0.03,1,1431.0,4.38,7.18,0.87,211.0
2015,AC,69.0,644.0,"54.437,76",3468.0,"1.292,66","53.845,81",2.83,1.75,0.18,3.36,1.35,1.24,0.58,1.02,0.35,0.09,1.22,1153.0,4.58,9.7,0.6,339.0
2015,AC,70.0,644.0,"55.558,37",3539.0,"1.328,06","54.958,51",2.43,5.11,0.01,2.77,1.71,1.55,0.78,1.35,0.62,0.05,1.21,2981.0,3.93,20.51,4.23,744.0
2015,AC,71.0,644.0,"57.123,36",3628.0,"1.364,34","56.339,76",2.72,1.28,0.85,9.65,2.14,1.58,0.91,1.73,0.49,,1.29,21.0,5.66,15.11,0.32,724.0
2015,AC,72.0,644.0,"58.214,43",3711.0,"1.401,46","57.630,96",7.29,0.57,,1.83,1.62,1.53,0.73,1.56,0.41,0.05,1.47,1459.0,4.94,4.57,0.53,418.0
2015,AC,73.0,643.0,"59.700,00",3793.0,"1.439,39","58.993,55",6.68,0.24,0.01,6.02,1.76,1.58,0.74,1.5,0.6,0.05,1.58,1887.0,4.67,19.29,0.16,391.0
2015,AC,74.0,644.0,"61.107,80",389.0,"1.478,28","60.397,08",3.16,1.75,0.11,3,1.8,1.58,0.88,1.45,0.71,0.55,1.66,3064.0,7.52,28.92,1.17,867.0
2015,AC,75.0,644.0,"62.638,72",3983.0,"1.518,12","61.854,35",3.04,0.05,0.1,1.78,2.02,1.79,0.87,1.46,0.81,0.23,1.81,1803.0,6.22,8.39,1.76,457.0
2015,AC,76.0,644.0,"64.259,52",4089.0,"1.559,01","63.500,04",3,0.3,0.52,2.28,1.92,1.66,0.92,1.56,0.58,0.12,2.01,2008.0,5.88,8.06,0.29,593.0
2015,AC,77.0,644.0,"65.502,68",4178.0,"1.600,80","64.881,20",2.82,0.05,0.25,2.1,1.73,1.58,0.92,1.67,1.04,0.24,2.1,1417.0,3.81,4.1,0.68,337.0
2015,AC,78.0,644.0,"67.034,88",4267.0,"1.643,46","66.254,16",3.05,2.16,0.03,3.55,1.8,1.56,0.82,1.61,0.63,0.02,2.33,2192.0,5.85,15.29,1.23,606.0
2015,AC,79.0,644.0,"69.148,32",4381.0,"1.687,27","68.024,10",3.03,0.17,0.04,3.19,2.16,1.64,0.97,1.81,0.63,0.1,2.46,2265.0,5.81,6.08,0.73,527.0
2015,AC,80.0,644.0,"71.391,86",4522.0,"1.732,49","70.211,09",3.19,0.92,0.18,4.18,2.03,1.68,1.0,1.89,0.83,0.05,2.69,218.0,6.54,9.71,1.02,617.0
2015,AC,81.0,644.0,"73.567,87",4671.0,"1.779,19","72.526,14",3.26,0.07,0.82,3.18,2.2,1.51,1.1,2.07,0.57,0.04,3,2623.0,7.46,9.15,0.67,635.0
2015,AC,82.0,643.0,"76.036,76",4808.0,"1.827,28","74.780,91",3.61,2.15,0.23,3.48,2.02,1.48,0.96,1.83,0.72,0.19,3.32,2553.0,7.74,10.94,0.75,683.0
2015,AC,83.0,644.0,"78.387,37",4968.0,"1.876,96","77.141,22",3.82,1.24,0.14,3.81,2.2,1.56,1.14,2.29,0.55,0.11,3.57,2827.0,8.53,14.76,1.36,676.0
2015,AC,84.0,644.0,"81.002,71",5136.0,"1.928,31","79.748,70",4,0.38,0.1,5.71,2.2,1.57,1.06,2.12,0.75,0.03,3.94,2804.0,9.42,14.46,1.65,975.0
2015,AC,85.0,644.0,"84.033,78",5313.0,"1.981,44","82.496,35",4.15,0.79,0.01,3.45,2.44,1.64,1.19,2.16,0.72,0.03,4.28,233.0,7.41,8.89,0.97,578.0
2015,AC,86.0,644.0,"87.217,62",5508.0,"2.036,52","85.525,90",4,0.65,0.37,4.62,2.54,1.58,1.18,2.44,0.81,0.06,4.68,3775.0,9.36,10.86,0.08,757.0
2015,AC,87.0,644.0,"90.889,80",5728.0,"2.093,81","88.951,16",5.09,0.01,0.01,3.14,2.55,1.46,1.18,2.5,1,0.06,5.25,3654.0,9.24,12.12,0.45,1005.0
2015,AC,88.0,644.0,"94.685,32",597.0,"2.153,51","92.704,29",4.43,0.34,0.26,4.08,3,1.66,1.21,2.69,0.88,0.12,5.79,4804.0,9.47,19.34,2.57,886.0
2015,AC,89.0,644.0,"99.209,19",6233.0,"2.215,84","96.782,85",5.18,1.79,,4.43,2.86,1.62,1.19,2.62,1.03,0.17,6.51,4064.0,10.68,24.15,0.4,1027.0
2015,AC,90.0,644.0,"105.097,44",6579.0,"2.281,62","102.157,59",5.2,2.25,,4.55,3.6,1.91,1.4,3.13,1.47,0.15,7.14,365.0,11.39,22.4,2.84,791.0
2015,AC,91.0,643.0,"110.891,14",6938.0,"2.351,01","107.906,11",5.37,0.35,0.33,5.51,3.66,1.71,1.39,3.23,0.92,0.17,8.21,4021.0,12.53,17.86,0.48,1849.0
2015,AC,92.0,644.0,"118.593,37",738.0,"2.424,81","114.603,65",5.07,0.94,0.07,8.92,4.24,1.69,1.4,3.34,1.34,0.23,9.25,477.0,13.17,25.69,2.3,1395.0
2015,AC,93.0,644.0,"127.566,55",7911.0,"2.503,93","122.846,49",6.6,1.02,0.06,5.21,4.55,1.81,1.44,3.65,1.38,0.53,10.45,5777.0,14.46,36.22,1.94,1294.0
2015,AC,94.0,644.0,"137.655,58",854.0,"2.589,33","132.612,27",6.05,2.43,0.21,5.98,5.32,1.7,1.48,3.88,1.64,0.11,12.1,6238.0,15.31,26.51,5.56,1432.0
2015,AC,95.0,644.0,"150.553,80",9256.0,"2.681,89","143.725,13",7.36,0.66,0.08,9.5,6.14,1.83,1.59,3.9,1.86,0.16,13.78,7182.0,15.78,52.46,4.94,1978.0
2015,AC,96.0,644.0,"171.495,41",10332.0,"2.785,21","160.436,19",8.59,1.03,0.24,11.83,6.39,1.84,1.62,4.48,1.64,0.44,16.53,9971.0,19.63,60.75,3.33,3569.0
2015,AC,97.0,644.0,"197.493,67",11824.0,"2.903,45","183.597,64",10.51,1.01,0.2,8.6,8.23,1.97,1.66,4.85,2.66,0.44,19.88,9241.0,21.29,45.4,3.35,2675.0
2015,AC,98.0,644.0,"238.459,57",13924.0,"3.042,68","216.207,88",11.57,5.51,0.47,10.25,9.83,1.64,1.44,4.85,3.01,0.86,25.26,11872.0,25.83,77.81,5.35,3223.0
2015,AC,99.0,644.0,"323.885,40",17479.0,"3.217,47","271.405,45",12.62,4.62,1.09,14.86,12.81,1.87,1.68,5.79,4.27,0.94,33.55,20296.0,38.04,105.83,4.4,4452.0
2015,AC,100.0,643.0,"1.094.870,53",2783.0,"3.495,77","432.810,18",23.39,29,0.06,52.04,21.12,1.91,1.69,6.61,4.96,5.73,58.15,34386.0,58.76,236.54,15.11,9164.0
2015,AC,100.1,65.0,"337.031,81",2142.0,21.42,"329.571,21",1.26,2.52,,1.89,1.42,0.2,0.14,0.57,0.6,0.09,4.36,2007.0,4.9,11.28,1.41,504.0
2015,AC,100.2,64.0,"351.261,79",2206.0,43.48,"344.728,22",1.87,1.09,0.01,1.69,1.66,0.18,0.13,0.55,0.36,0.07,4.56,1889.0,4.74,12.24,0.52,357.0
2015,AC,100.3,64.0,"365.950,41",2289.0,66.38,"357.697,34",3.24,8.32,,4.03,2.15,0.2,0.19,0.62,0.57,0.01,4.6,2812.0,6.08,32.27,0.42,566.0
2015,AC,100.4,65.0,"381.110,34",2422.0,90.6,"372.604,07",1.79,0,0.01,4.09,2.23,0.21,0.19,0.82,0.46,0.03,4.9,3299.0,4.69,9.93,0.37,626.0
2015,AC,100.5,64.0,"398.910,87",2492.0,115.52,"389.388,03",3.35,11.29,0,4.57,2.2,0.17,0.19,0.7,0.28,0.16,5.16,3609.0,6.25,51.74,0.82,758.0
2015,AC,100.6,64.0,"418.596,37",261.0,141.62,"407.811,98",2.15,0.41,0.04,3.99,2.23,0.19,0.17,0.72,0.4,0.4,5.36,2574.0,5.13,9.29,0.94,901.0
2015,AC,100.7,65.0,"445.271,75",2802.0,169.64,"431.083,10",2.5,1.49,,5.35,2.34,0.21,0.2,0.76,0.61,0.04,5.88,3473.0,5.76,20.47,1.93,1419.0
2015,AC,100.8,64.0,"489.975,98",2987.0,199.51,"466.702,36",2.62,0.25,,5.32,2.27,0.2,0.16,0.68,0.64,0.6,6.29,3336.0,5.53,13.36,0.33,1109.0
2015,AC,100.9,64.0,"580.051,36",3386.0,233.37,"529.106,17",1.83,1.49,,7.45,2.16,0.14,0.12,0.55,0.34,1.49,7.3,4635.0,7.74,37.16,2,1069.0
2015,AC,100.1,64.0,"1.094.870,53",4493.0,278.3,"701.990,09",2.77,2.16,,13.67,2.46,0.2,0.19,0.64,0.7,2.84,9.73,675.0,7.93,38.79,6.38,1855.0
2015,AL,1.0,2.083,,,,,3.71,5.67,3.24,57.35,,,,,,,,8214.0,10.85,106.88,10.5,1044.0
2015,AL,2.0,2.083,,,,,2.8,3.78,0.88,40.32,,,,,,,,14529.0,9.7,64.99,2,684.0
2015,AL,3.0,2.082,,,,,3.99,7.41,2.84,46.87,,,,,,,,5729.0,12.02,92.43,6.94,193.0
2015,AL,4.0,2.083,,,,,3.32,9.47,2.98,32.1,,,,,,,,626.0,11.64,66.92,4.88,1563.0
2015,AL,5.0,2.083,,,,,2.86,6.38,1.63,35.55,,,,,,,,5696.0,8.59,59.47,0.75,111.0
2015,AL,6.0,2.082,,,,,13.24,51.97,2.73,53.74,,,,,,,,7957.0,13.49,693.78,39.37,2735.0
2015,AL,7.0,2.083,,,,,3.64,11.74,2.69,37.51,,,,,,,,6493.0,10.87,77.12,2.43,1174.0
2015,AL,8.0,2.082,,,,,2.38,3.78,1.69,49.26,,,,,,,,611.0,11.84,61.96,1.38,697.0
2015,AL,9.0,2.083,,,,,2.57,4.52,2.3,50.18,,,,,,,,6788.0,12.73,89.85,2.21,1851.0
2015,AL,10.0,2.083,"1.444,72",34.0,0.34,164.1,2.17,10.9,2.17,41.22,0.01,0.03,0.0,0.01,0,,,6446.0,13.14,67.03,5.04,1187.0
2015,AL,11.0,2.082,"5.760,00",799.0,8.33,"3.837,48",3.43,7.35,4.3,42.68,0.27,0.38,0.04,0.39,0.02,,,6738.0,15.82,53.71,3.23,1033.0
2015,AL,12.0,2.083,"8.895,96",1538.0,23.71,"7.381,35",3.15,9.17,2.77,31.88,0.45,0.59,0.09,0.56,0.07,,0,6566.0,13.89,71.6,12.85,1217.0
2015,AL,13.0,2.082,"9.456,00",1954.0,43.24,"9.383,20",0.99,9.45,3.1,13.6,0.36,0.3,0.08,0.26,0.01,,,3764.0,8.26,45.47,2.17,492.0
2015,AL,14.0,2.083,"9.456,00",197.0,62.94,"9.456,00",3.13,32.3,10.23,10.41,0.37,0.22,0.04,0.09,0.01,,,5233.0,12.13,123.5,7.06,405.0
2015,AL,15.0,2.083,"10.901,00",2111.0,84.05,"10.136,59",2.73,6.81,5.36,13.79,0.4,0.48,0.1,0.47,0.05,0,0,5527.0,11.15,34.35,2.68,865.0
2015,AL,16.0,2.082,"12.238,20",2444.0,108.49,"11.737,07",1.62,4.68,1.19,17.17,0.49,0.65,0.13,0.54,0.05,,,4783.0,10.15,41.05,3.82,692.0
2015,AL,17.0,2.083,"14.016,63",2736.0,135.85,"13.132,55",2.98,8.74,1.13,22.77,0.66,0.6,0.14,0.8,0.11,0.01,,4078.0,10.14,62.39,9.82,825.0
2015,AL,18.0,2.082,"15.600,00",307.0,166.54,"14.743,41",3.75,6.53,2.47,23.42,0.79,0.72,0.2,0.92,0.12,0,0,5671.0,13.82,49.09,2.78,1008.0
2015,AL,19.0,2.083,"17.200,00",3407.0,200.61,"16.357,71",3.14,3.94,1.82,17.86,0.91,0.78,0.2,0.99,0.07,0.01,0,5079.0,10.15,33.94,1.13,943.0
2015,AL,20.0,2.083,"18.174,70",3709.0,237.71,"17.807,28",2.32,2.97,1.94,19.4,0.67,0.61,0.17,0.83,0.1,0.01,,512.0,12.68,49.86,2.87,632.0
2015,AL,21.0,2.082,"19.000,42",3897.0,276.68,"18.717,83",3.59,10.61,10.38,24.72,0.95,0.77,0.21,0.65,0.06,0.01,,631.0,15.69,69.82,2.92,947.0
2015,AL,22.0,2.083,"20.128,00",408.0,317.48,"19.588,44",4.16,12.54,1.64,14.7,0.94,0.73,0.24,0.85,0.04,0.01,,4811.0,10.92,115.06,9.7,689.0
2015,AL,23.0,2.083,"21.226,45",4311.0,360.59,"20.694,43",2.94,5.12,1.7,14.93,0.97,0.85,0.25,0.86,0.12,0,,4956.0,11.43,328.96,3.52,626.0
2015,AL,24.0,2.082,"22.000,00",4498.0,405.57,"21.604,41",2.2,3.62,1.87,11.46,0.82,0.72,0.21,0.63,0.05,0.02,,4792.0,11.99,38.52,2.57,787.0
2015,AL,25.0,2.083,"22.632,00",4645.0,452.01,"22.298,20",1.85,2.5,0.87,9.45,0.69,0.59,0.16,0.52,0.03,0,0,3557.0,9.72,33.61,3.54,524.0
2015,AL,26.0,2.082,"23.448,86",4793.0,499.95,"23.023,09",2.61,3.64,1.33,9.53,1.08,0.77,0.21,0.77,0.05,0,0.01,4201.0,9.6,32.84,1.01,664.0
2015,AL,27.0,2.083,"24.000,00",4961.0,549.56,"23.818,93",2.65,5.19,2.57,8.76,0.87,0.73,0.2,0.6,0.08,0,0,4085.0,10.14,39.46,1.37,666.0
2015,AL,28.0,2.083,"24.300,00",501.0,599.67,"24.054,07",2.53,3.43,0.99,13.77,0.65,0.54,0.15,0.41,0.05,0,0,4079.0,9.99,81.85,2.11,1569.0
2015,AL,29.0,2.082,"25.013,22",5142.0,651.09,"24.696,47",3.22,2.18,1.7,11.12,0.91,0.85,0.16,0.73,0.09,0,0,4229.0,10.71,26.56,0.92,391.0
2015,AL,30.0,2.083,"25.626,80",5278.0,703.87,"25.338,74",3.85,2.95,1.35,9.58,0.61,0.81,0.2,0.87,0.07,0.01,0,3901.0,9.89,41.04,0.68,663.0
2015,AL,31.0,2.082,"26.150,92",5387.0,757.74,"25.874,19",4.26,9.91,0.43,16.28,0.72,0.94,0.23,1.07,0.06,0,0,4959.0,11.88,44.15,1.65,887.0
2015,AL,32.0,2.083,"26.531,20",5494.0,812.67,"26.373,48",3.35,0.79,2.12,9.67,0.49,0.71,0.16,0.58,0.04,0.02,0,3615.0,9.37,32.94,3.96,59.0
2015,AL,33.0,2.083,"27.056,00",5588.0,868.56,"26.827,95",3.24,1.4,1.87,7.94,0.61,1.04,0.25,0.71,0.06,0.03,0,3332.0,9.42,33.13,1.14,557.0
2015,AL,34.0,2.082,"27.543,96",5691.0,925.47,"27.334,92",2.95,0.88,1.88,6.82,0.54,0.77,0.21,0.6,0.12,0.02,0,3485.0,9.7,32.01,1.44,726.0
2015,AL,35.0,2.083,"27.696,98",575.0,982.97,"27.606,12",0.94,1.73,0.34,2.74,0.21,0.36,0.08,0.22,0.02,0.01,0,2565.0,7.89,19.85,0.55,394.0
2015,AL,36.0,2.082,"28.000,00",5804.0,"1.041,01","27.877,22",2.65,1.93,1.35,5.79,0.31,0.57,0.11,0.43,0.06,,0,4434.0,10.46,46.82,5.03,543.0
2015,AL,37.0,2.083,"28.050,00",5834.0,"1.099,35","28.006,35",0.89,6.19,1.44,4.69,0.09,0.22,0.08,0.23,0.02,,0,5734.0,15.79,53.48,4.25,652.0
2015,AL,38.0,2.083,"28.100,00",5851.0,"1.157,85","28.087,01",0.68,4.31,1.47,6.99,0.06,0.14,0.04,0.12,,0.04,0,3546.0,10.56,33.08,0.31,527.0
2015,AL,39.0,2.082,"28.376,00",5872.0,"1.216,57","28.204,01",2.48,2.79,2.21,11.8,0.88,1.15,0.38,0.93,0.09,0.01,0.01,5098.0,13.64,43.62,2.5,1144.0
2015,AL,40.0,2.083,"28.869,17",5966.0,"1.276,23","28.639,85",4.79,1.74,0.83,10.32,1.54,2.09,0.61,1.68,0.19,0.04,0.05,3227.0,9.09,16.87,1.87,461.0
2015,AL,41.0,2.083,"29.443,69",607.0,"1.336,93","29.142,61",3.93,10.51,0.82,12.78,1.79,2.56,0.68,1.84,0.12,0.02,0.09,3979.0,10.92,52.03,13.74,1758.0
2015,AL,42.0,2.082,"30.000,00",6197.0,"1.398,90","29.762,35",3.65,1.77,0.92,7.04,2.06,2.88,0.86,2.05,0.24,0.04,0.14,4139.0,12.06,20.69,2.5,988.0
2015,AL,43.0,2.083,"30.497,62",629.0,"1.461,80","30.197,46",4.16,3.02,1.51,10.27,2.34,3.0,0.98,2.02,0.26,0.07,0.17,4556.0,11.35,29.63,2.39,775.0
2015,AL,44.0,2.082,"31.116,65",6411.0,"1.525,91","30.793,75",5.1,0.76,1.17,8.05,2.8,3.48,1.15,2.6,0.2,0.04,0.2,4547.0,11.26,52.38,1.46,621.0
2015,AL,45.0,2.083,"31.757,99",6547.0,"1.591,38","31.430,11",5.07,4.27,0.98,9.9,2.63,3.71,1.17,2.51,0.23,0.06,0.26,4975.0,13.74,98.52,2.86,793.0
2015,AL,46.0,2.083,"32.400,00",6681.0,"1.658,19","32.074,67",5.3,1.36,0.41,19.16,2.8,3.44,1.23,2.51,0.24,0.04,0.32,4177.0,10.39,21.34,1.01,74.0
2015,AL,47.0,2.082,"33.121,73",6817.0,"1.726,37","32.744,75",4.79,3.79,1.1,7.34,3.07,3.69,1.44,2.79,0.28,0.03,0.36,4827.0,12.84,22.26,0.84,1166.0
2015,AL,48.0,2.083,"33.863,10",6976.0,"1.796,13","33.490,80",5.79,3.33,0.81,9.83,2.83,3.42,1.34,2.91,0.28,0.16,0.45,4996.0,12.88,30.7,2.55,82.0
2015,AL,49.0,2.082,"34.603,12",7129.0,"1.867,42","34.240,20",5.28,1.12,0.47,10.26,3.17,3.65,1.63,2.99,0.46,0.08,0.5,3956.0,12.55,18.14,0.17,939.0
2015,AL,50.0,2.083,"35.326,09",7283.0,"1.940,25","34.966,01",5.98,2.83,0.92,11.82,3.09,3.54,1.49,2.93,0.39,0.05,0.59,4447.0,12.91,30.03,2.31,929.0
2015,AL,51.0,2.083,"36.000,00",7433.0,"2.014,58","35.683,96",6.92,2.74,1.31,8.08,2.72,3.19,1.47,3.12,0.39,0.05,0.69,4305.0,11.41,35.03,2.38,957.0
2015,AL,52.0,2.082,"36.544,71",7539.0,"2.089,97","36.210,13",4.91,4.15,2.06,9.45,2.89,3.19,1.55,2.8,0.3,0.15,0.76,5144.0,14.73,34.57,3.27,1424.0
2015,AL,53.0,2.083,"37.238,25",7683.0,"2.166,80","36.882,15",6.96,13.25,0.83,9.76,3.51,3.76,1.83,3.27,0.46,0.05,0.77,5077.0,15.61,50.22,8.55,1124.0
2015,AL,54.0,2.082,"37.999,79",7831.0,"2.245,11","37.614,32",6.02,4.37,1.64,8.42,3.53,3.84,1.79,3.18,0.33,0.09,0.86,4492.0,14.9,42.88,0.46,996.0
2015,AL,55.0,2.083,"38.792,87",7994.0,"2.325,05","38.379,48",8.31,2.03,1.31,9.86,3.53,3.99,1.79,3.5,0.42,0.06,0.93,5285.0,13.8,25.95,1.09,907.0
2015,AL,56.0,2.083,"39.605,25",8166.0,"2.406,71","39.201,65",6.63,7.78,2.33,14.37,3.76,3.68,2.02,3.62,0.61,0.06,1.03,5995.0,16.2,181.16,14.17,1384.0
2015,AL,57.0,2.082,"40.377,74",8324.0,"2.489,96","39.982,71",6.66,1.51,0.77,7.77,3.03,3.78,1.94,3.41,0.96,0.04,1.12,4013.0,12.14,24.66,4.87,95.0
2015,AL,58.0,2.083,"41.036,96",8481.0,"2.574,77","40.716,09",6.55,1.03,0.4,9.54,4.12,4.22,2.22,3.43,0.47,0.04,1.17,4163.0,12.97,18.53,0.49,841.0
2015,AL,59.0,2.082,"41.653,93",8602.0,"2.660,78","41.314,76",6.81,4.25,1.01,7.06,5.13,5.62,2.37,3.25,2.07,0.04,1.11,3396.0,9.37,89.48,2.53,1044.0
2015,AL,60.0,2.083,"42.500,00",8764.0,"2.748,42","42.073,29",5.98,4.23,2.96,8.23,4.03,3.98,2.42,3.67,0.54,0.08,1.34,6809.0,16.67,35.65,1.32,1186.0
2015,AL,61.0,2.083,"43.561,23",8964.0,"2.838,07","43.035,08",8.22,5.55,1.01,11.37,4.1,3.89,2.18,4.24,0.67,0.1,1.52,8052.0,17.99,55.47,3.72,1388.0
2015,AL,62.0,2.082,"44.648,32",9181.0,"2.929,88","44.098,43",7.85,4.35,1.84,12.65,4.28,4.05,2.19,4.06,0.78,0.15,1.72,6703.0,18.72,47.75,2.68,1194.0
2015,AL,63.0,2.083,"45.750,00",9419.0,"3.024,06","45.216,24",7.27,5.09,1.08,12.23,4.42,4.0,2.2,3.9,0.73,0.09,1.96,6366.0,16.86,48.43,3.04,1052.0
2015,AL,64.0,2.083,"46.818,08",9639.0,"3.120,46","46.276,22",8.43,1.96,1.13,10.77,4.36,4.04,2.5,4.68,0.53,0.03,2.14,7325.0,17.83,40.07,2.17,1257.0
2015,AL,65.0,2.082,"48.000,00",9872.0,"3.219,18","47.416,00",8.28,1.8,1.52,10.16,4.85,4.47,2.58,4.51,0.82,0.17,2.34,6085.0,18.26,26.05,1.63,1394.0
2015,AL,66.0,2.083,"48.596,65",10031.0,"3.319,49","48.156,67",7.52,5.75,1.06,8.73,2.86,3.08,1.87,4.49,0.49,0.19,2.71,6322.0,19.73,32.33,2.47,1222.0
2015,AL,67.0,2.082,"49.868,66",10251.0,"3.422,00","49.236,28",9.18,4.45,1.9,16.4,5.29,4.43,2.87,5.19,0.92,0.15,2.65,8442.0,21.59,122.21,5.19,1584.0
2015,AL,68.0,2.083,"50.891,13",10491.0,"3.526,91","50.364,12",9.6,6.92,0.5,7.29,3.89,3.72,2.47,4.92,0.66,0.16,3.08,7132.0,19.9,44.43,4.44,1344.0
2015,AL,69.0,2.083,"51.947,55",10706.0,"3.633,96","51.396,16",8.43,10.34,0.45,10.1,3.96,4.09,2.48,4.26,1.62,0.07,3.27,5808.0,15.38,42.83,1.22,172.0
2015,AL,70.0,2.082,"52.925,61",10926.0,"3.743,22","52.477,24",8.55,6.78,2.01,9.02,5.89,5.5,3.28,5.28,1.3,0.14,3.23,7772.0,19.6,46.26,2.33,1285.0
2015,AL,71.0,2.083,"54.000,00",11144.0,"3.854,66","53.497,90",9.42,5.87,0.92,13.17,5.51,4.83,3.17,5.15,1.68,0.14,3.52,6389.0,17.13,41.81,2.41,1548.0
2015,AL,72.0,2.082,"55.374,06",11383.0,"3.968,49","54.674,22",9.19,4.35,0.96,12.03,6,4.73,3.13,5.6,1.3,0.24,3.77,7472.0,19.49,38.89,2.53,1489.0
2015,AL,73.0,2.083,"56.818,88",1168.0,"4.085,29","56.073,55",12.23,23.49,4.63,24.67,6.08,4.44,3.06,6.25,1,0.08,4.14,13196.0,31.18,145.21,4.39,2674.0
2015,AL,74.0,2.083,"58.165,00",11975.0,"4.205,04","57.488,68",9.01,4.87,0.93,12.95,5.2,4.28,3.04,5.87,1.39,0.18,4.67,7174.0,20.65,39.26,2.79,1421.0
2015,AL,75.0,2.082,"59.665,19",1226.0,"4.327,64","58.885,73",11.84,6.87,0.67,17.95,7.09,5.11,3.25,6.85,1.26,0.13,4.86,7383.0,20.2,85.52,0.55,3574.0
2015,AL,76.0,2.083,"61.199,43",12571.0,"4.453,35","60.351,66",12.39,21.36,1.52,20.06,6.22,4.5,3.19,6.35,1.01,0.55,5.49,10837.0,28.67,101.97,128.41,1858.0
2015,AL,77.0,2.082,"63.000,00",12922.0,"4.582,57","62.066,20",10.87,8.44,0.75,18.17,6.52,4.73,3.54,6.68,1.22,0.17,5.94,8628.0,23.31,58.33,0.93,1732.0
2015,AL,78.0,2.083,"65.062,80",13335.0,"4.715,93","64.019,85",11.12,6.06,0.53,16.15,6.85,4.53,3.58,7.18,1.1,0.26,6.59,8735.0,23.85,49.7,1.13,2096.0
2015,AL,79.0,2.083,"66.993,60",13761.0,"4.853,54","66.063,08",15.48,5.61,0.6,24.49,6.58,4.58,3.44,7.36,1.56,0.44,7.24,11224.0,26.51,55.27,1.52,227.0
