ano,uf,centil,quantidade_de_contribuintes,rendimentos_tributaveis_limite_superior_da_rtb_do_centil_r_milhoes,rtb_soma_centil,rendimentos_tributaveis_rtb_acumulada_do_centil_r_milhoes,rendimentos_tributaveis_media_da_rtb_do_centil_r,rendimentos_sujeitos_a_tribut_exclusiva_r_milhoes,rendimentos_isentos_lucros_e_dividendos_r_milhoes,rendimentos_isentos_rendim_socio_titular_me_epp_opt_simples_r_milhoes,rendimentos_isentos_outros_rendimentos_isentos_r_milhoes,despesas_dedutiveis_previdencia_r_milhoes,despesas_dedutiveis_dependentes_r_milhoes,despesas_dedutiveis_instrucao_r_milhoes,despesas_dedutiveis_medicas_r_milhoes,despesas_dedutiveis_pensao_alimenticia_r_milhoes,despesas_dedutiveis_livro_caixa_r_milhoes,imposto_devido_r_milhoes,bens_imoveis,bens_e_direitos_moveis_r_milhoes,bens_e_direitos_financeiros_r_milhoes,bens_e_direitos_outros_bens_e_direitos_r_milhoes,dividas_onus
2010,GO,56.0,6.655,"24.344,00",16056.0,"5.490,74","24.126,10",9.92,30.94,7.18,49.86,4.96,7.99,1.92,2.88,0.26,0.5,0.45,36834.0,85.89,245.35,8.83,5938.0
2010,GO,57.0,6.654,"24.863,17",16366.0,"5.654,40","24.595,63",36.58,24.86,5.84,33.36,6.72,9.8,2.38,3.85,0.54,0.41,0.52,33741.0,78.75,462.93,12.07,5478.0
2010,GO,58.0,6.655,"25.376,68",16721.0,"5.821,61","25.125,33",17.51,22.59,3.92,34.22,6.8,10.26,2.53,4.42,0.36,0.46,0.65,27915.0,74.42,194.26,22.07,4976.0
2010,GO,59.0,6.654,"25.947,31",17073.0,"5.992,34","25.658,18",15.49,12.35,4.13,34.03,7.54,10.48,2.94,5.2,0.57,0.37,0.77,27906.0,76.15,154.02,11.3,4726.0
2010,GO,60.0,6.655,"26.508,64",17454.0,"6.166,88","26.227,23",10.76,10.8,4.41,26.69,7.42,10.28,3.27,5.25,0.59,0.58,0.95,31027.0,77.26,115.41,5.4,5352.0
2010,GO,61.0,6.654,"27.131,80",17849.0,"6.345,37","26.823,74",13.97,11.75,6.58,31.59,7.87,10.85,3.62,5.64,0.72,0.53,1.09,28835.0,77.36,144.7,7.65,4984.0
2010,GO,62.0,6.655,"27.758,52",18267.0,"6.528,03","27.447,90",63.66,16.95,4.77,45.19,7.96,10.79,3.78,6.13,0.58,0.72,1.28,28672.0,77.03,221.73,10.19,5527.0
2010,GO,63.0,6.655,"28.450,43",187.0,"6.715,04","28.099,66",13.74,17.37,3.06,41.05,8.8,11.49,4.2,7.07,0.8,0.59,1.42,29679.0,77.07,152.71,9.66,6612.0
2010,GO,64.0,6.654,"29.122,73",19157.0,"6.906,61","28.790,90",13.38,13.33,3.5,37.28,9,11.75,4.41,7.65,0.77,0.7,1.64,26964.0,79.29,128.69,7.26,4927.0
2010,GO,65.0,6.655,"29.866,39",19627.0,"7.102,88","29.491,98",14.82,14.58,3.11,31.67,9.93,12.15,4.91,8.27,0.74,0.79,1.81,2844.0,78.16,129.29,11.68,5516.0
2010,GO,66.0,6.654,"30.466,37",20055.0,"7.303,43","30.140,10",13.63,16.19,4.87,34.08,8.63,10.6,4.84,7.75,0.88,2.01,2.11,30383.0,84.4,155.51,13.42,6884.0
2010,GO,67.0,6.655,"31.188,03",20512.0,"7.508,55","30.821,71",14.33,9.57,3.19,44.22,10.52,12.41,5.34,9.55,1,0.91,2.21,29103.0,78.74,222.34,7.34,6644.0
2010,GO,68.0,6.654,"31.735,63",20926.0,"7.717,81","31.449,13",14.3,11.75,2.19,22.97,13.83,16.3,5.84,13.66,2.33,0.59,1.97,22992.0,71.13,104.2,9.09,4835.0
2010,GO,69.0,6.655,"32.401,65",21342.0,"7.931,23","32.069,08",18.19,14.34,2.73,34.72,11.97,13.93,5.68,12.18,1.57,1.02,2.42,32202.0,85.59,183.67,13.29,6499.0
2010,GO,70.0,6.654,"33.113,35",21801.0,"8.149,24","32.763,10",15.66,13.7,3.14,30.94,12.93,14.44,6.36,12.73,1.5,1.22,2.59,26275.0,77.93,207.3,12.38,5814.0
2010,GO,71.0,6.655,"33.760,90",22245.0,"8.371,69","33.425,76",15.3,8.29,3.88,28.83,11.85,14.68,6.18,12.91,2,1.01,2.86,23646.0,72.73,111.88,6.18,50.0
2010,GO,72.0,6.654,"34.528,14",22723.0,"8.598,92","34.149,74",20.71,15.5,3.79,32.44,13.19,14.78,6.86,13.48,1.78,0.9,3.12,2896.0,80.74,160.14,28.01,5588.0
2010,GO,73.0,6.655,"35.295,42",23235.0,"8.831,27","34.914,14",16.52,11.51,2.67,31.58,12.96,14.41,7.24,13.7,1.99,1.05,3.54,2902.0,84.53,139.33,9.5,7187.0
2010,GO,74.0,6.654,"36.039,99",2376.0,"9.068,88","35.708,59",17.49,20.63,5.31,40.47,12.72,14.16,7.03,13.73,1.59,1.98,4,36124.0,94.05,208.82,13.15,9497.0
2010,GO,75.0,6.655,"36.787,23",24226.0,"9.311,13","36.402,06",17.15,23.85,2.98,29.1,13.34,14.61,7.61,14.73,2.03,0.92,4.36,29682.0,164.26,197.55,9.6,6633.0
2010,GO,76.0,6.655,"37.706,00",24786.0,"9.559,00","37.244,44",18.27,12.17,2.66,44.47,14.65,15.04,8.41,15.82,1.71,1.72,4.66,38638.0,87.2,148.64,29.34,6494.0
2010,GO,77.0,6.654,"38.677,08",25412.0,"9.813,12","38.190,97",21.25,28.78,3.37,33.95,14.61,15.58,8.62,16.29,2.24,1.8,5.16,35659.0,95.86,205.18,8.94,7972.0
2010,GO,78.0,6.655,"39.835,75",26119.0,"10.074,31","39.246,87",20.52,19.76,1.98,41.2,15.64,15.51,9.03,16.61,1.93,1.89,5.81,35048.0,93.29,210.5,7.73,12139.0
2010,GO,79.0,6.654,"40.987,92",2689.0,"10.343,21","40.411,78",20.64,27.37,5.88,38.24,15.18,15.29,9.16,16.87,2.27,2.12,6.53,37972.0,99.63,219.9,26.42,8422.0
2010,GO,80.0,6.655,"42.116,99",27654.0,"10.619,75","41.553,97",23.08,57.28,7.93,49.8,15.82,14.83,9.03,17.15,2.4,3.04,7.29,50774.0,112.09,335.64,23.75,33430.2
2010,GO,81.0,6.654,"43.495,38",28463.0,"10.904,38","42.775,71",19.96,54.97,3.97,46.35,16.08,15.09,9.69,17.84,2.58,2.34,8.03,38762.0,110.06,227.92,12.61,9317.0
2010,GO,82.0,6.655,"44.982,50",29436.0,"11.198,74","44.232,09",20.95,18.99,8.4,52.77,16.48,15.22,10.21,18.7,2.42,2.86,8.95,40989.0,108.74,213.2,13.55,8162.0
2010,GO,83.0,6.654,"46.700,46",30485.0,"11.503,59","45.814,42",22.81,29.16,4.12,50.63,17.26,15.41,10.85,19.31,2.62,2.9,10.12,45341.0,122.4,270.27,17.47,1051.0
2010,GO,84.0,6.655,"48.428,22",31641.0,"11.820,01","47.545,45",26.22,22.75,5.73,85.95,17.57,15.4,11.03,20.61,2.89,3.63,11.54,50503.0,126.41,298.64,19.66,10156.0
2010,GO,85.0,6.654,"50.471,52",32893.0,"12.148,94","49.433,60",23.87,23.43,5.74,54.04,18.32,15.93,11.75,21.89,2.78,4.38,13.08,51684.0,121.28,263.17,17.01,1074.0
2010,GO,86.0,6.655,"52.863,50",34362.0,"12.492,55","51.632,76",29.51,24.26,4.62,80.14,18.48,15.49,11.95,22.3,3.23,5.26,15.21,56924.0,132.32,353.91,23.21,11147.0
2010,GO,87.0,6.654,"55.431,49",36011.0,"12.852,67","54.120,05",31.55,46.64,4.87,66.33,19.36,15.52,12.72,23.55,3.36,5.99,17.6,56926.0,147.68,368.58,22.73,15425.0
2010,GO,88.0,6.655,"58.371,77",37851.0,"13.231,18","56.876,26",34.8,43.15,5.43,76.95,20.27,15.73,13.67,24.92,3.93,5.3,20.31,809.0,140.72,379.96,42.2,24216.0
2010,GO,89.0,6.655,"61.520,19",39871.0,"13.629,89","59.910,85",30.63,33.16,3.3,76.65,21.3,15.53,14.07,27.08,4.17,7.32,23.37,58901.0,146.52,336.88,22.16,16217.0
2010,GO,90.0,6.654,"65.142,76",42106.0,"14.050,95","63.279,74",31.26,44.42,1.93,73.53,23.02,16.35,14.72,29.31,4.61,7.83,27.13,63983.0,145.7,315.84,14.63,11201.0
2010,GO,91.0,6.655,"69.468,00",4475.0,"14.498,45","67.242,15",44.33,46.3,2.96,84.02,26.12,16.77,15.93,30.7,4.85,7.84,31.91,69735.0,159.84,456.58,40.78,16417.0
2010,GO,92.0,6.654,"74.491,55",47847.0,"14.976,92","71.907,45",35.82,64.61,4.05,84.05,27.49,16.64,16.51,32.88,5.32,10.18,38.39,76313.0,175.55,440.95,29.6,18384.0
2010,GO,93.0,6.655,"80.856,18",51634.0,"15.493,26","77.587,52",46.06,26.9,3.94,123.48,29.14,16.33,16.12,34.89,5.4,13.02,47.14,7447.0,170.49,445.15,33.27,16273.0
2010,GO,94.0,6.654,"88.988,50",56474.0,"16.058,01","84.872,91",52.12,51.7,4.12,113.37,31.8,16.02,15.93,37.06,6.89,13.27,58.72,87807.0,195.94,588.4,31.01,20306.0
2010,GO,95.0,6.655,"98.952,20",62405.0,"16.682,06","93.772,33",394.16,53.64,3.09,128.86,36.73,16.31,16.58,39.19,7.04,19.07,72.11,1015.9,219.78,"1.082,07",71.24,38845.0
2010,GO,96.0,6.654,"112.200,35",70035.0,"17.382,41","105.252,17",58.08,63.9,4.24,126.68,43.89,16.94,16.85,42.61,10.08,21.14,89.37,1076.61,236.94,685.08,41.74,24258.0
2010,GO,97.0,6.655,"131.391,54",80556.0,"18.187,97","121.046,07",80.09,69.21,3.22,125.98,52.82,16.93,16.64,46.79,12.66,24.1,114.2,1297.97,258.45,803.02,58.42,26964.0
2010,GO,98.0,6.654,"159.823,78",963.0,"19.150,97","144.724,85",86.15,79,5.4,154.84,67.01,17.7,16.94,51.41,16.91,29.74,150.78,1444.99,296.43,910.38,45.91,40242.0
2010,GO,99.0,6.655,"217.832,36",1230.7,"20.381,67","184.929,08",146.01,138.8,3.91,274.25,86.98,16.73,15.95,55.25,17,47.98,214.62,2034.55,376.6,"1.740,14","3.114,93",40233.0
2010,GO,100.0,6.654,"16.900.000,00",2275.97,"22.657,64","342.045,29",230.45,335.16,5.96,587.22,133.31,16.54,15.8,65.68,30.08,169.34,449.78,3750.66,544.58,"4.872,18",443.28,91735.0
2010,GO,100.1,666.0,"226.520,74",14814.0,148.14,"222.430,55",11.34,11.06,0.16,22.08,10.96,1.71,1.66,5.63,2.63,4.62,27.5,22149.0,42.64,151.02,5.68,3566.0
2010,GO,100.2,665.0,"234.487,12",15345.0,301.59,"230.758,55",15.46,11.95,0.71,19.07,12.52,1.84,1.85,5.63,2.47,3.24,28.92,24565.0,41.45,153.94,17.23,4375.0
2010,GO,100.3,666.0,"244.992,27",15961.0,461.2,"239.656,68",11.75,11.72,0.35,26.65,11.88,1.68,1.69,6.1,2.42,5.13,30.25,25653.0,44.04,154.02,10.54,4326.0
2010,GO,100.4,665.0,"259.696,89",16779.0,628.99,"252.314,65",17.78,20.48,0.38,48.35,11.74,1.71,1.62,6.16,3.14,8.09,31.45,28644.0,49.37,256.74,22.46,5484.0
2010,GO,100.5,665.0,"276.863,10",17854.0,807.54,"268.486,39",12.81,12.74,0.52,42.26,12.22,1.58,1.45,6.35,2.99,7.71,34.47,2615.0,46.87,183.24,12.45,4756.0
2010,GO,100.6,666.0,"297.561,17",19123.0,998.76,"287.125,98",13.47,9.14,0.63,25.41,14.09,1.69,1.61,6.78,2.75,6.72,37.64,30917.0,50.97,269.24,8.32,9359.0
2010,GO,100.7,665.0,"325.035,85",20616.0,"1.204,92","310.013,65",15.13,14.23,0.07,30.41,14,1.76,1.74,7.16,3.34,9.03,40.85,32237.0,55.51,260.29,16.33,6174.0
2010,GO,100.8,666.0,"365.191,69",22931.0,"1.434,23","344.309,55",18.41,14.42,0.63,42.82,15.97,1.65,1.56,7.05,3.55,6.62,47.33,40522.0,57.79,327.89,18.67,7568.0
2010,GO,100.9,665.0,"434.112,79",26293.0,"1.697,16","395.376,27",21.73,22.56,0.49,52.63,17.8,1.64,1.56,7.36,3.47,10.93,54.86,4101.0,60.66,398.64,23.5,10452.0
2010,GO,100.1,665.0,"16.900.000,00",57881.0,"2.275,97","870.393,65",92.57,206.87,2.01,277.55,12.14,1.27,1.06,7.45,3.32,107.24,116.51,1032.18,95.28,"2.717,16",308.09,35676.0
2010,MA,1.0,2.658,,,,,0.6,1.13,0.39,11.13,,,,,,,,311.0,4.2,17.37,0.6,298.0
2010,MA,2.0,2.657,,,,,0.4,1.78,1.04,11.19,,,,,,,,2279.0,4.21,22.94,1.26,34.0
2010,MA,3.0,2.658,,,,,0.71,1.11,0.58,14.24,,,,,,,,2854.0,6.39,30.79,1.93,397.0
2010,MA,4.0,2.657,,,,,0.63,1.48,0.33,9.12,,,,,,,,1584.0,3.94,22.32,0.79,26.0
2010,MA,5.0,2.657,,,,,0.61,1.43,0.75,10.39,,,,,,,,2035.0,3.22,22.48,0.64,838.0
2010,MA,6.0,2.658,,,,,0.88,3.47,1.06,14.59,,,,,,,,3277.0,6.79,40.31,1.2,919.0
2010,MA,7.0,2.657,,,,,1.13,0.48,0.29,12.89,,,,,,,,2445.0,3.29,40.24,0.74,145.0
2010,MA,8.0,2.658,,,,,0.91,3.35,0.49,11.25,,,,,,,,3069.0,4.35,16.19,1.02,1132.0
2010,MA,9.0,2.657,,,,,2.25,12.58,0.85,13.78,,,,,,,,3282.0,3.89,43.95,2.92,541.0
2010,MA,10.0,2.657,,,,,7.15,21.76,0.65,23.74,,,,,,,,5101.0,5.18,102.39,2.09,95.0
2010,MA,11.0,2.658,,,,,1.24,8.36,0.94,17.89,,,,,,,,265.0,5.29,50.97,0.36,443.0
2010,MA,12.0,2.657,700,19.0,0.19,72.5,1.22,3.05,0.29,15.52,0,0.01,,0,0,,,3337.0,3.74,23.77,1.76,351.0
2010,MA,13.0,2.658,"4.300,00",683.0,7.03,"2.570,66",1.49,3.74,0.46,17.85,0.16,0.4,0.01,0.1,0.01,0,,3147.0,5.72,29.47,0.37,423.0
2010,MA,14.0,2.657,"6.120,00",1455.0,21.57,"5.474,48",1.17,13.68,1.25,13.29,0.27,0.53,0.04,0.12,0.03,0,,3466.0,6.46,43.13,2.07,376.0
2010,MA,15.0,2.657,"6.120,00",1626.0,37.83,"6.120,00",0.38,18.02,4.31,1.65,0.18,0.19,0.02,0.03,0.01,,,2326.0,6.12,42.05,0.82,522.0
2010,MA,16.0,2.658,"6.630,46",1671.0,54.55,"6.288,04",0.37,1.87,2.17,4.99,0.27,0.34,0.02,0.07,0.03,0,,2578.0,5.23,22.95,0.53,452.0
2010,MA,17.0,2.657,"8.038,20",1939.0,73.94,"7.299,52",0.89,0.96,0.96,11.35,0.44,0.63,0.07,0.15,0.04,0.01,,2274.0,5.07,17.94,1.41,31.0
2010,MA,18.0,2.658,"9.600,00",2341.0,97.35,"8.806,53",2.19,2.85,0.6,13.24,0.56,0.73,0.08,0.31,0.03,0,,3403.0,8.61,30.85,2.43,218.0
2010,MA,19.0,2.657,"10.800,00",2689.0,124.24,"10.120,82",1.23,2.53,1.31,9.72,0.51,0.73,0.09,0.26,0.04,0,,1974.0,6.44,22.66,1.24,242.0
2010,MA,20.0,2.657,"12.000,00",3024.0,154.48,"11.381,13",3.77,5.09,0.39,13.8,0.66,0.93,0.12,0.35,0.07,0.01,,4618.0,7.29,25.11,3.2,377.0
2010,MA,21.0,2.658,"12.240,00",3204.0,186.51,"12.052,66",0.45,10.89,1.68,6.09,0.28,0.4,0.03,0.1,0.01,0.02,,2135.0,6.98,36.88,1.07,259.0
2010,MA,22.0,2.657,"13.200,00",3354.0,220.06,"12.625,13",1.68,3.56,2,8.59,0.62,0.7,0.09,0.28,0.02,0.01,,2841.0,8.38,26.65,1.01,294.0
2010,MA,23.0,2.657,"14.246,20",3637.0,256.43,"13.686,94",2.11,3.71,0.45,12.7,0.82,0.95,0.11,0.27,0.03,0.02,,32.0,8.12,22.77,2.23,559.0
2010,MA,24.0,2.658,"14.800,00",3846.0,294.89,"14.471,40",3.16,1.83,1.06,7.03,0.47,0.57,0.09,0.23,0.03,0.02,,2033.0,6.39,19.27,3.06,226.0
2010,MA,25.0,2.657,"15.400,00",4008.0,334.97,"15.084,55",1.7,4.52,1.23,6.93,0.93,0.95,0.12,0.31,0.06,,,2799.0,6.84,27.37,2.23,484.0
2010,MA,26.0,2.658,"16.000,00",4167.0,376.64,"15.676,94",1.3,0.95,0.91,6.2,0.62,0.77,0.08,0.24,0.03,0.01,,2597.0,6.16,20.87,1.41,257.0
2010,MA,27.0,2.657,"16.644,14",4335.0,419.99,"16.315,23",1.49,1.5,1.46,6.13,0.73,0.8,0.11,0.28,0.04,0.01,,2576.0,7.63,21.31,1.28,355.0
2010,MA,28.0,2.657,"17.000,00",4474.0,464.73,"16.837,17",1.05,1.26,0.48,4.71,0.51,0.54,0.09,0.2,0.03,0.03,,1783.0,6.34,21.6,1.02,249.0
2010,MA,29.0,2.658,"17.466,58",4585.0,510.58,"17.250,47",2.74,8.77,0.53,5.23,0.59,0.64,0.09,0.2,0.01,0.01,,2725.0,7.83,68.58,2.99,1006.0
2010,MA,30.0,2.657,"17.850,00",4689.0,557.47,"17.649,57",3.4,1.98,0.46,6.03,0.56,0.58,0.1,0.17,0.02,0,,3076.0,9.59,46.15,2.55,289.0
2010,MA,31.0,2.658,"17.988,00",4766.0,605.14,"17.932,27",0.47,0.61,0.31,3.45,0.19,0.28,0.06,0.1,0,0,,2362.0,6.73,12.82,1.61,252.0
2010,MA,32.0,2.657,"18.000,00",4782.0,652.96,"17.998,91",0.06,1.54,1.21,0.85,0.13,0.43,0.06,0.06,0.01,0.07,0,2032.0,7.42,23.7,2.37,422.0
2010,MA,33.0,2.657,"18.263,20",4801.0,700.97,"18.068,98",0.99,2.33,0.84,3.59,0.56,0.7,0.1,0.18,0.04,0.03,0,1984.0,7.72,23.52,1.91,38.0
2010,MA,34.0,2.658,"18.649,59",4905.0,750.02,"18.455,56",1.39,1.91,1.57,3.82,0.87,0.88,0.09,0.23,0.01,0.03,0,2208.0,9.05,20.89,1.61,364.0
2010,MA,35.0,2.657,"19.160,00",5022.0,800.25,"18.902,86",1.85,2.9,0.36,6.11,1,1.13,0.18,0.38,0.04,0.06,0,2817.0,8.57,18.68,1.19,382.0
2010,MA,36.0,2.658,"19.500,00",5127.0,851.52,"19.289,80",1.3,1.18,0.53,6.61,0.93,0.82,0.12,0.26,0.05,0.06,0,2961.0,9.31,19.05,1.97,595.0
2010,MA,37.0,2.657,"19.950,00",524.0,903.92,"19.721,03",1.8,0.57,0.31,6.6,0.99,1.1,0.19,0.35,0.05,0.01,0,2698.0,8.22,17.89,1.37,426.0
2010,MA,38.0,2.657,"20.244,00",5333.0,957.25,"20.070,16",1.88,1.59,1.38,6.67,0.6,0.91,0.15,0.3,0.04,0.03,0,2194.0,8.96,20.28,2.47,344.0
2010,MA,39.0,2.658,"20.500,00",5418.0,"1.011,42","20.382,88",1.75,0.9,0.66,3.08,0.62,1.05,0.2,0.25,0.04,0.02,0,3036.0,10.65,16.76,0.8,442.0
2010,MA,40.0,2.657,"20.851,08",5493.0,"1.066,35","20.672,65",2.13,1.24,0.53,3.94,0.79,1.2,0.23,0.33,0.03,0.05,0,4162.0,9.31,22.52,2.47,399.0
2010,MA,41.0,2.657,"21.160,50",5582.0,"1.122,17","21.008,51",1.53,0.43,0.85,5.35,0.49,1.01,0.18,0.3,0.02,0.05,0,2887.0,9.55,20.28,1.93,333.0
2010,MA,42.0,2.658,"21.500,00",5672.0,"1.178,89","21.337,74",1.79,1.43,0.47,4.94,0.63,1.17,0.21,0.33,0.04,0.01,0,2573.0,10.8,15.06,2.98,363.0
2010,MA,43.0,2.657,"21.600,00",5733.0,"1.236,22","21.577,37",0.86,1.24,1,3.69,0.19,0.74,0.1,0.17,0.01,0,0,2903.0,10.95,21.7,2.47,296.0
2010,MA,44.0,2.658,"21.720,00",5747.0,"1.293,69","21.622,83",0.8,0.87,0.81,2.03,0.25,0.72,0.1,0.1,0,0.04,0,348.0,9.91,20.03,3.11,345.0
2010,MA,45.0,2.657,"21.956,57",5795.0,"1.351,64","21.811,75",2.27,0.62,0.48,3.28,0.78,1.21,0.2,0.33,0.02,0.02,0,2345.0,11.19,19.64,1.51,402.0
2010,MA,46.0,2.657,"22.075,98",5847.0,"1.410,12","22.007,32",0.73,1.1,1.12,2.36,0.22,0.49,0.08,0.11,0.01,0.02,0,352.0,13.45,36.8,1.82,645.0
2010,MA,47.0,2.658,"22.200,00",5888.0,"1.468,99","22.150,12",1.76,0.83,0.67,2.32,0.55,0.82,0.18,0.19,0.02,,0,2415.0,10.2,18.77,2.76,377.0
2010,MA,48.0,2.657,"22.300,00",5909.0,"1.528,08","22.238,67",0.71,1.88,0.72,3.18,0.19,0.35,0.12,0.1,0.03,0.01,0,2944.0,12.5,34.75,2.06,422.0
2010,MA,49.0,2.658,"22.400,00",5943.0,"1.587,51","22.357,67",0.96,1.09,0.63,2.93,0.18,0.45,0.08,0.09,0,0.03,0,4211.0,14.75,27.73,2.17,574.0
2010,MA,50.0,2.657,"22.431,84",5953.0,"1.647,04","22.406,30",0.44,1.27,0.79,3.35,0.06,0.18,0.02,0.04,0,,0,2788.0,13.01,36.38,2.07,453.0
2010,MA,51.0,2.657,"22.465,02",5965.0,"1.706,69","22.449,02",0.38,1.12,1.7,2.22,0.08,0.28,0.04,0.1,0.01,0.07,0,4251.0,20.9,34.53,2.17,488.0
2010,MA,52.0,2.658,"22.487,22",5975.0,"1.766,44","22.479,38",0.47,0.84,1.19,2.59,0.09,0.11,0.03,0.08,0.01,0.04,0,2801.0,14.89,39.77,1.79,658.0
2010,MA,53.0,2.657,"22.619,05",5987.0,"1.826,31","22.533,35",1.51,0.44,0.09,1.68,0.87,1.38,0.33,0.36,0.02,0.02,0.01,1087.0,5.06,7.56,0.17,19.0
2010,MA,54.0,2.658,"22.844,74",6051.0,"1.886,82","22.765,95",1.59,0.53,0.14,2.87,0.86,1.47,0.29,0.35,0.05,0.06,0.05,125.0,5.54,8,0.62,258.0
2010,MA,55.0,2.657,"23.340,00",6134.0,"1.948,16","23.085,09",3.69,0.93,0.54,5,2.17,3.67,0.79,0.89,0.12,0.04,0.06,2676.0,14.11,11.91,1.38,611.0
2010,MA,56.0,2.657,"23.868,41",6265.0,"2.010,81","23.579,80",3.69,1.43,0.58,6.68,2.15,3.94,0.83,1.18,0.12,0.16,0.11,3237.0,13.64,16.98,2.01,547.0
2010,MA,57.0,2.658,"24.150,00",638.0,"2.074,61","24.003,77",2.48,5.75,1.2,4.37,1.63,3.16,0.74,1.04,0.11,0.26,0.18,5681.0,18.76,117.91,4,3557.0
2010,MA,58.0,2.657,"24.752,18",6496.0,"2.139,58","24.449,97",3.87,1.47,1.5,7.12,2.74,4.54,1.31,1.48,0.21,0.14,0.18,425.0,15.21,24.57,2.27,779.0
2010,MA,59.0,2.658,"25.302,53",6657.0,"2.206,14","25.043,45",3.97,1.24,0.87,4.53,2.72,4.97,1.32,1.55,0.17,0.16,0.24,3707.0,15.3,21.04,0.92,557.0
2010,MA,60.0,2.657,"25.970,58",6812.0,"2.274,26","25.638,56",4.65,2.26,0.43,7.39,3.26,5.24,1.46,1.85,0.31,0.21,0.28,3957.0,13.89,17.98,1.38,584.0
2010,MA,61.0,2.657,"26.548,04",698.0,"2.344,06","26.270,22",4.15,7.73,2.03,4.77,3.23,5.34,1.55,1.81,0.38,0.26,0.34,3528.0,14.5,24.13,3.05,4179.0
2010,MA,62.0,2.658,"27.077,34",7128.0,"2.415,34","26.816,38",4.7,1.3,0.62,5.38,4.08,6.04,1.86,1.88,0.46,0.13,0.37,3638.0,12.94,23.36,1.15,661.0
2010,MA,63.0,2.657,"27.600,00",7263.0,"2.487,97","27.334,85",4.08,7.44,0.44,4.66,4.32,6.84,2.23,1.97,0.82,0.16,0.39,2863.0,12.27,19.97,0.66,608.0
2010,MA,64.0,2.657,"28.174,98",741.0,"2.562,07","27.889,86",7.64,3.9,0.58,8.4,4.29,6.86,2.25,2.17,0.85,0.16,0.44,4437.0,12.63,22.68,0.68,704.0
2010,MA,65.0,2.658,"28.741,08",7567.0,"2.637,75","28.470,51",4.86,0.25,0.28,5.02,4.72,7.46,2.46,2.19,0.88,0.1,0.48,2501.0,13.53,10.9,0.79,642.0
2010,MA,66.0,2.657,"29.432,00",7725.0,"2.714,99","29.072,76",4.52,1.4,0.44,6.29,4.39,6.81,2.58,2.61,0.62,0.2,0.58,3714.0,14.64,25.14,2.42,799.0
2010,MA,67.0,2.658,"30.000,00",792.0,"2.794,19","29.796,02",4.18,3.98,0.85,6.18,3.85,5.96,2.53,2.41,0.43,0.6,0.73,4468.0,17.51,21.88,1.55,715.0
2010,MA,68.0,2.657,"30.741,04",8058.0,"2.874,77","30.326,87",4.82,3.38,0.73,8.38,4.33,6.64,2.86,2.9,0.65,0.51,0.73,5263.0,15.57,33.22,4.37,86.0
2010,MA,69.0,2.657,"31.600,00",8278.0,"2.957,55","31.156,50",4.95,3.73,1.23,9.29,4.56,6.74,2.96,3.04,0.65,0.39,0.84,4637.0,19.73,30.13,1.56,1097.0
2010,MA,70.0,2.658,"32.389,20",8506.0,"3.042,61","32.000,29",5.34,1.45,0.34,5.51,5.26,7.11,3.16,3.56,0.95,0.32,0.88,347.0,18.41,16.74,1.23,1045.0
2010,MA,71.0,2.657,"33.222,91",8709.0,"3.129,70","32.776,07",5.01,0.92,0.31,7.01,5.2,7.22,3.31,3.93,0.69,0.46,0.98,4163.0,17.14,23.84,1.53,1172.0
2010,MA,72.0,2.658,"34.138,02",8948.0,"3.219,18","33.665,36",5.84,1.75,0.17,8.34,5.21,6.83,3.34,4.14,0.77,0.81,1.12,3825.0,14.21,18.4,0.81,86.0
2010,MA,73.0,2.657,"35.168,90",9207.0,"3.311,25","34.653,52",5.67,2.21,0.97,8.09,5.55,7.18,3.71,4.24,0.61,0.52,1.3,5614.0,21.2,28.81,2.78,1641.0
2010,MA,74.0,2.657,"36.000,00",9473.0,"3.405,98","35.651,58",5.88,3.17,1.33,6.49,5.01,6.59,3.42,3.79,0.63,0.99,1.59,4087.0,20.21,27.02,2.01,1031.0
2010,MA,75.0,2.658,"36.969,04",9681.0,"3.502,79","36.421,14",5.74,4.66,0.58,6.79,5.39,6.81,3.97,4.75,0.64,1.13,1.67,5766.0,21.46,30.71,2.56,1186.0
2010,MA,76.0,2.657,"38.060,00",9964.0,"3.602,43","37.502,56",6.49,1.43,0.86,6.94,6.09,7.36,4.49,5.38,0.78,0.79,1.81,4426.0,19.34,35.5,2.02,1165.0
2010,MA,77.0,2.658,"39.291,22",1028.0,"3.705,23","38.676,51",6.16,13,1.81,12.04,6.35,7.42,4.43,5.62,0.87,0.88,2.05,5793.0,23.14,41.83,3.63,1259.0
2010,MA,78.0,2.657,"40.471,13",10589.0,"3.811,12","39.853,59",6.87,8.75,0.89,7.16,7,7.95,4.78,6.47,1.33,0.67,2.24,5105.0,20.78,30.59,1.95,1125.0
2010,MA,79.0,2.657,"41.564,72",109.0,"3.920,13","41.024,63",10.27,14.61,1.39,5.99,7.69,8.62,4.99,6.93,1.46,0.5,2.38,5476.0,21.17,81.87,2.02,1536.0
2010,MA,80.0,2.658,"42.740,40",11196.0,"4.032,08","42.120,19",9.54,4.93,0.55,7.69,6.69,7.44,4.41,6.64,1.2,1.95,2.79,5208.0,23.71,38.3,6.77,1526.0
2010,MA,81.0,2.657,"44.157,34",11541.0,"4.147,49","43.435,34",7.03,2.74,0.49,11.79,7.77,8.3,5.31,7.02,1.19,1.05,3.03,7025.0,25.29,34.15,4.19,1753.0
