rtb_soma_centil,bens_imoveis,dividas_onus
5443.86575471698,7387.714292452827,1779.860283018871
66633.18518518518,2269.919629629627,27840.973703703705
17814.23728813559,52953.9152542373,7037.542372881357
6440.70857142857,4567.442857142858,51109.71428571428
