Ano-calendário;Ente Federativo;Centil;Quantidade de Contribuintes;Rendimentos Tributaveis - Limite Superior da RTB do Centil [R$ milhões];Rendimentos Tributaveis - Soma da RTB do Centil [R$ milhões];Rendimentos Tributaveis - RTB Acumulada do Centil [R$ milhões];Rendimentos Tributaveis - Média da RTB do Centil [R$];Rendimentos Sujeitos à Tribut. Exclusiva [R$ milhões];Rendimentos Isentos - Lucros e dividendos [R$ milhões];Rendimentos Isentos - Rendim. Sócio/Titular ME/EPP Opt SIMPLES [R$ milhões];Rendimentos Isentos - Outros Rendimentos Isentos [R$ milhões];Despesas Dedutíveis - Previdência [R$ milhões];Despesas Dedutíveis - Dependentes [R$ milhões];Despesas Dedutíveis - Instrução [R$ milhões];Despesas Dedutíveis - Médicas [R$ milhões];Despesas Dedutíveis - Pensão Alimentícia [R$ milhões];Despesas Dedutíveis - Livro-Caixa [R$ milhões];Imposto Devido [R$ milhões];Bens e Direitos - Imóveis [R$ milhões];Bens e Direitos - Móveis [R$ milhões];Bens e Direitos - Financeiros [R$ milhões];Bens e Direitos - Outros Bens e Direitos [R$ milhões];Dívidas e Ônus [R$ milhões]
2012;MG;69;23.470;40.709,82;944,67;34.417,38;40.250,09;98,56;94,9;23,01;172,29;39,53;37,37;19,9;36,75;7,05;3,14;21,09;1.263,93;347,23;950,88;34,04;271,12
2012;MG;70;23.470;41.672,10;966,73;35.384,11;41.189,98;100,84;111,49;19,92;173,35;42,2;39,55;21,83;37,68;7,62;3,42;22,97;1.332,82;371,15;1.013,16;32,74;254,7
2012;MG;71;23.471;42.590,35;989,31;36.373,42;42.150,36;105,74;105,14;20,26;158,89;48,03;44,58;24,31;41,12;11,37;3,93;24,11;1.284,67;342,11;886,38;40,95;272,84
2012;MG;72;23.470;43.650,81;1.011,86;37.385,29;43.113,10;96,04;110,17;22,47;177,06;46,82;41,71;24,17;42,18;9,38;4,07;26,83;1.356,50;367,77;1.001,67;37,58;271,08
2012;MG;73;23.470;44.748,24;1.037,46;38.422,75;44.203,79;116,1;122,81;27,6;176,32;46,68;41,03;25,51;42,61;8,48;4,73;29,59;1.509,85;389,97;1.032,11;41,06;297,84
2012;MG;74;23.470;45.754,85;1.061,43;39.484,18;45.224,98;106,39;104,48;23,53;212,71;51,29;44;26,57;45,86;12,84;4,23;31,21;1.406,67;360,53;981,27;34,89;322,08
2012;MG;75;23.471;46.958,14;1.087,98;40.572,16;46.354,29;107,21;196,26;39,42;189,3;49,91;42,04;27,12;47;10,58;5,31;34,4;1.618,66;402,75;1.302,46;54,48;347,14
2012;MG;76;23.470;48.070,55;1.113,87;41.686,03;47.459,14;117,5;364,04;92,06;214,95;50,79;40,43;27,67;47,3;9,61;5,79;37,34;2.033,07;500,52;1.857,55;101,83;420,71
2012;MG;77;23.470;49.354,08;1.143,25;42.829,28;48.711,09;125,63;127,51;23,85;185,02;55,65;46,72;30,31;53,89;12,83;6,01;39,03;1.473,22;388,3;1.109,43;45,85;321,89
2012;MG;78;23.471;50.845,69;1.175,52;44.004,80;50.083,83;139,04;350,75;25,84;212,86;53,32;43,39;29,31;51,18;11,38;6,31;44,41;1.683,94;434,9;1.516,29;60,04;389,51
2012;MG;79;23.470;52.431,01;1.211,98;45.216,78;51.639,55;128,74;104,55;32,25;220,29;56,95;44,39;29,94;54,52;12,83;7,56;49,15;1.709,55;439,15;1.264,26;45,53;355,65
2012;MG;80;23.470;54.086,33;1.249,91;46.466,69;53.255,66;128,48;131,36;23,97;225,97;58,81;45,01;31,77;55,74;14,17;10,28;54,34;1.753,58;450,38;1.326,37;82,15;362,34
2012;MG;81;23.471;55.981,00;1.291,20;47.757,89;55.012,68;143,17;166,17;30,68;243,38;58,61;44,34;32,89;58,23;13,29;9,97;60,88;1.903,55;468,38;1.356,09;48,52;423,59
2012;MG;82;23.470;57.859,39;1.333,63;49.091,52;56.822,81;148,25;171,69;24,89;231,05;64,4;49,16;35,66;63,98;18,02;8,46;65,74;1.849,78;450,18;1.645,73;83,73;359,31
2012;MG;83;23.470;60.131,00;1.385,31;50.476,83;59.024,58;157,49;258,73;32,57;347,27;58,89;42,91;32,85;61,94;14,01;12,27;76,02;2.169,09;495,17;2.176,31;152,38;512,84
2012;MG;84;23.471;62.594,52;1.440,84;51.917,66;61.387,89;144,6;171,28;22,23;255,56;59,83;43,79;34,29;64,88;15,67;12,76;85,03;2.031,33;483,73;1.489,60;97,21;417,3
2012;MG;85;23.470;65.164,00;1.500,47;53.418,13;63.931,49;155,28;160,61;24,27;249,4;60,31;42,61;34,16;65,47;17,67;13,2;96,47;2.118,76;504,13;1.495,67;51,75;422,21
2012;MG;86;23.470;68.302,06;1.565,63;54.983,76;66.707,59;185,51;208,84;22,8;277,33;62,95;41,76;34,94;66,29;15,85;15,94;109,59;2.372,27;549,91;1.903,67;67,04;484,62
2012;MG;87;23.470;71.659,90;1.641,83;56.625,59;69.954,34;163,82;160,97;29,53;351,69;65,93;42,46;36,22;70,74;18,88;16;123,94;2.365,61;553,97;1.717,48;83,92;495,49
2012;MG;88;23.471;75.207,50;1.723,11;58.348,70;73.414,61;227,63;391,15;23,8;312,89;71,3;43,18;37,11;72,46;21,73;18,61;140,41;2.625,76;586,81;3.445,49;376,29;776,05
2012;MG;89;23.470;79.733,95;1.817,29;60.166,00;77.430,55;206,37;204,99;33,7;303,06;76,41;43,74;38,98;79,08;19,88;21,33;162,79;2.836,66;623,7;2.151,17;86,47;537,99
2012;MG;90;23.470;84.591,63;1.927,29;62.093,29;82.117,01;201,19;167,21;19,08;328,79;82,98;45,46;40,05;84,89;22,64;25,21;188,73;2.897,49;630,71;2.014,05;76,33;557,28
2012;MG;91;23.471;90.193,64;2.048,28;64.141,57;87.268,68;247,06;204,78;22,83;370,05;93,46;46,45;41,03;92,74;24,37;26,05;217,41;3.167,01;660,63;2.573,40;98,33;620,94
2012;MG;92;23.470;96.655,98;2.190,11;66.331,68;93.315,16;259,99;258,8;21,57;362,17;107,08;49,1;43,53;100,27;27,16;30,58;250,81;3.430,01;704,4;3.316,49;102,65;654,96
2012;MG;93;23.470;104.274,08;2.354,76;68.686,44;100.330,68;263,63;217,59;23,76;438,46;122,1;48,99;43,25;107,51;26,76;32,73;292,4;3.619,61;750,67;2.793,78;134,86;700,16
2012;MG;94;23.471;114.248,45;2.557,20;71.243,64;108.951,50;286,14;312,79;24,22;444,12;133,74;50,17;45,69;115,37;30,51;41,77;340,73;4.104,59;820,92;3.277,36;192,77;846,35
2012;MG;95;23.470;127.170,78;2.826,80;74.070,44;120.443,06;306,83;272,77;26,82;472,14;154,53;50,45;45,66;123,24;37,19;47,43;406,15;4.496,58;872,54;3.699,25;117,08;961,59
2012;MG;96;23.470;143.611,43;3.168,23;77.238,67;134.990,77;353,38;281,09;26,76;540,73;188,09;51,61;46,71;133,43;41,59;57,63;488,68;5.113,69;973,52;3.902,89;156,62;981,15
2012;MG;97;23.471;166.447,28;3.617,41;80.856,08;154.122,69;446,47;321,55;31,2;738,7;229,63;52,62;46,88;146,37;49,28;70,82;596,58;6.188,29;1.077,23;5.691,09;161,74;1.127,17
2012;MG;98;23.470;201.789,28;4.282,73;85.138,81;182.476,72;593,11;589,76;26,08;761,7;279,89;50,65;45,26;158,17;55,46;93,42;759,58;7.120,92;1.243,55;7.613,95;319,41;1.352,25
2012;MG;99;23.470;262.546,01;5.364,90;90.503,72;228.585,61;719,48;525,11;29,9;898,6;382,47;51,21;45,86;192,54;69,36;134,88;1.009,82;8.807,76;1.452,43;8.952,03;364;1.508,97
2012;MG;100;23.470;11.237.174,56;9.549,67;100.053,38;406.888,22;1.874,56;1.681,45;37,65;2.600,29;531,85;56,23;51,06;222,14;108,42;556,42;1.983,56;16.726,49;2.379,91;30.990,32;1.230,37;3.354,20
2012;MG;100.1;2.347;271.755,45;627,43;627,43;267.333,55;122,53;83,26;3,77;108,29;45,13;4,94;4,26;20,96;7,15;17,32;122,73;1.044,12;170,12;1.468,79;42,55;184,93
2012;MG;100.2;2.347;282.119,36;650,06;1.277,50;276.976,28;94,01;113,49;3,66;180,76;47,21;5,48;4,97;21,41;7,55;18,84;127,57;1.149,88;196,04;1.434,69;43,29;215,08
2012;MG;100.3;2.347;292.304,82;674,75;1.952,24;287.492,76;103,86;56,75;2,85;128,41;52,16;5,52;4,95;21,75;8,93;17,99;132,91;1.109,49;180,29;1.276,42;49,21;219,61
2012;MG;100.4;2.347;304.410,33;699,79;2.652,03;298.162,14;93,38;53,39;2,07;145,97;52,11;5,62;5,23;21,79;10,25;19,27;138,87;1.190,42;194,43;1.055,45;32,47;196,73
2012;MG;100.5;2.347;319.421,90;731,02;3.383,05;311.470,85;91,94;86,42;2,5;130,11;51,36;6,05;5,57;23,18;10,77;21,51;146,32;1.269,14;207,28;1.253,30;124,87;216,38
2012;MG;100.6;2.347;341.029,18;773,85;4.156,90;329.718,24;109,17;66,98;3,42;157,05;53,05;6,09;5,36;23,34;11,98;26,11;156,08;1.409,82;210,79;1.487,93;69,93;192,82
2012;MG;100.7;2.347;373.603,65;836,99;4.993,88;356.619,28;213,8;101,86;3,08;172;53,59;5,95;5,42;22,86;10,56;29,94;172,74;1.501,96;212,33;2.553,61;78,81;268,88
2012;MG;100.8;2.347;427.867,18;933,38;5.927,26;397.689,65;243,98;149,96;3,39;198,88;52,84;5,88;5,39;21,82;12,05;42,4;195,7;1.774,56;265,12;2.886,63;212,52;549,18
2012;MG;100.9;2.347;558.149,22;1.129,87;7.057,13;481.411,62;186,36;258,08;5,03;496,16;53,28;5,62;5,46;21,67;12,44;62,46;243,89;2.180,75;278,42;3.526,12;197,63;296,85
2012;MG;100.10;2.347;11.237.174,56;2.492,53;9.549,67;1.062.007,83;615,54;711,26;7,88;882,67;71,11;5,08;4,45;23,37;16,73;300,58;546,76;4.096,36;465,08;14.047,38;379,1;1.013,74
2012;MS;1;3.307;;;;;10,85;18,96;10,83;69,46;;;;;;;;262,07;33,7;216,35;13,36;63,02
2012;MS;2;3.306;;;;;8,77;11,67;6,54;79,85;;;;;;;;242,89;31,8;199,01;25,87;66,18
2012;MS;3;3.306;;;;;6,09;14,93;7,4;48,79;;;;;;;;185,66;25,47;132,04;7,19;28,5
2012;MS;4;3.307;;;;;5,51;20,11;1,46;50,85;;;;;;;;174,75;22,82;155,26;6,85;29,01
2012;MS;5;3.306;;;;;10,29;11,96;4,06;132,52;;;;;;;;448,97;48,45;296,17;17,38;89,77
2012;MS;6;3.306;;;;;2,62;4,4;2,51;89,71;;;;;;;;206,91;26,08;156,79;20,39;42,84
2012;MS;7;3.306;3.574,00;3,94;3,94;1.191,28;6,83;8,4;4,12;81,42;0,11;0,31;0,01;0,09;0,01;0;0;231,55;38,5;180,34;6,48;41,51
2012;MS;8;3.307;6.940,21;18,06;22;5.461,56;31,56;22,09;8,11;52,88;0,45;0,92;0,09;0,37;0,07;0,01;0;293,95;39,51;146,15;13,06;38,86
2012;MS;9;3.306;7.464,00;24,42;46,42;7.386,76;5,92;58,34;25,18;29,06;0,62;0,62;0,07;0,24;0,04;;;204,53;50,07;260;14,24;50,45
2012;MS;10;3.306;8.777,36;26,16;72,58;7.912,04;7,67;46,8;13,97;39,07;0,53;0,67;0,07;0,37;0,02;;0;211,23;43,11;153,42;11,32;24,89
2012;MS;11;3.306;10.680,53;32,23;104,8;9.747,55;8,09;17,92;4,52;50,32;0,62;1,05;0,15;0,4;0,07;0,02;0;255,06;37,65;186,98;15,35;28,29
2012;MS;12;3.307;12.000,00;38,03;142,83;11.499,78;15,58;24,42;5,74;38,03;0,66;0,85;0,1;0,48;0,08;0,03;;178,05;35,28;144,6;15,61;23,04
2012;MS;13;3.306;13.500,00;42,18;185,02;12.759,75;5,14;28,82;5,05;44,97;0,77;1;0,12;0,56;0,08;0,02;0;178,5;35,49;105,58;6,34;27,39
2012;MS;14;3.306;14.700,00;46,83;231,85;14.166,20;17,52;70,87;3,12;95,96;0,83;1,08;0,16;0,51;0,05;0,06;0;168,29;35,22;204,64;382,26;42,79
2012;MS;15;3.306;15.630,84;50,07;281,92;15.145,70;4,93;21,42;8,72;40,37;0,92;1,03;0,17;0,61;0,07;0,01;;202;42,17;110,84;5,18;39,47
2012;MS;16;3.307;16.800,00;53,73;335,66;16.248,46;3,89;9,34;4,12;32,11;1,05;1,21;0,18;0,64;0,04;0,03;0;167,52;34,66;93,71;5,48;22,41
2012;MS;17;3.306;17.840,21;57,21;392,86;17.303,62;4,23;4,21;2,61;41,35;1,04;1,07;0,14;0,57;0,07;0,01;0;177,95;33,97;81,3;4,54;24,22
2012;MS;18;3.306;18.159,08;59,51;452,37;18.001,18;3,32;9,92;7,41;19,59;0,53;0,81;0,08;0,4;0,06;0,04;;137,96;34,75;87,23;5,23;15,67
2012;MS;19;3.306;18.885,00;61,27;513,65;18.534,35;3,41;7,92;2,98;27,09;1,1;1,26;0,15;0,63;0,08;0,01;0;182,06;36,03;158,01;4,17;23,59
2012;MS;20;3.307;19.274,37;63,23;576,88;19.121,55;3,21;9,28;4;30,57;0,68;0,72;0,09;0,45;0,03;0,01;0;184,03;34,75;109,4;5,31;36,55
2012;MS;21;3.306;19.635,27;64,43;641,32;19.489,74;3,34;15,15;3,11;25,52;0,55;0,63;0,09;0,35;0,03;0;;171,79;41,97;96,77;3,72;32,27
2012;MS;22;3.306;20.200,00;65,83;707,14;19.910,90;3,64;4,7;2,92;26,22;0,96;1,02;0,11;0,5;0,01;0,01;0;436,57;34,97;71,06;6,91;21,02
2012;MS;23;3.306;20.692,32;67,58;774,72;20.441,09;4,94;6,48;3,16;21,86;1,02;0,98;0,15;0,45;0,08;0,03;0;149,26;39,07;85,45;5,37;35,75
2012;MS;24;3.307;21.244,18;69,37;844,09;20.975,81;5,02;6,43;3,08;25,59;1,12;1,07;0,09;0,46;0,09;0,01;0;161,2;35,22;82,57;5,46;24,07
2012;MS;25;3.306;21.600,00;71,03;915,12;21.485,86;5,71;9,26;2,82;21,26;0,84;1,17;0,08;0,32;0,07;0,05;0;147,87;33,36;79,3;3,69;18,8
2012;MS;26;3.306;22.026,00;72,11;987,23;21.811,51;4,63;10,06;3,33;20,66;0,91;1,1;0,13;0,45;0,09;0,07;0;140,62;38,93;81,17;3,6;17,37
2012;MS;27;3.307;22.416,20;73,54;1.060,77;22.238,81;5,87;13,41;4,91;19,74;0,57;0,93;0,12;0,5;0,04;0,03;0;166,31;45,71;167,17;8,49;30,75
2012;MS;28;3.306;22.800,00;74,79;1.135,56;22.622,49;4,04;11,52;2,29;26,11;0,57;0,88;0,17;0,36;0,07;0,04;0;144,43;37,79;77,92;2,9;21,9
2012;MS;29;3.306;23.140,00;75,94;1.211,50;22.969,22;4,07;5,41;3;16,44;0,63;0,93;0,1;0,46;0,08;0,04;0;131,98;40,03;70,81;6;22,94
2012;MS;30;3.306;23.444,18;77,06;1.288,56;23.310,24;4,54;5,76;1,98;20,05;0,53;0,96;0,11;0,36;0,09;0,03;0;142,82;41,07;80,83;3,13;21,01
2012;MS;31;3.307;23.740,00;78,02;1.366,58;23.592,30;3,12;4,51;3,11;17,19;0,5;1,21;0,14;0,27;0,05;0,03;0;137,88;40,05;81,61;2,62;22,41
2012;MS;32;3.306;24.000,00;78,96;1.445,54;23.882,73;4,26;6,92;3,15;15,94;0,47;0,78;0,08;0,33;0,05;0,04;0;156,93;41,35;113,98;3,74;23,45
2012;MS;33;3.306;24.000,00;79,34;1.524,88;24.000,00;2,77;8,02;1,95;7,4;0,05;0,26;0,04;0,1;0,01;0,05;0;114,9;39,03;93,98;3,64;20,88
2012;MS;34;3.306;24.000,00;79,34;1.604,22;24.000,00;1,76;16,86;3;6,27;0,05;0,26;0,01;0,06;0,02;0,03;0,01;329,54;37,89;113,56;2,28;17,29
2012;MS;35;3.307;24.142,00;79,54;1.683,76;24.050,50;4,69;3,27;3,7;18,97;0,25;0,54;0,09;0,22;0,13;0,02;0;134,82;41,57;113,49;4,39;23,71
2012;MS;36;3.306;24.275,00;80,07;1.763,83;24.218,18;2,11;6,13;5,6;12,91;0,2;0,4;0,07;0,2;;0,01;0;149;47,69;99,59;2,55;25,81
2012;MS;37;3.306;24.396,40;80,45;1.844,28;24.336,01;2,77;4,24;3,7;22,05;0,28;0,47;0,07;0,18;0,03;0,02;0;155,35;51,1;106,79;1,87;19,96
2012;MS;38;3.306;24.462,00;80,74;1.925,02;24.423,51;1,83;4,23;2,9;13,07;0,17;0,32;0,07;0,1;0,02;0,01;0;129,3;48,44;96,36;4,33;20,23
2012;MS;39;3.307;24.500,00;80,96;2.005,99;24.482,18;1,35;6,12;6,5;7,97;0,08;0,25;0,04;0,1;;0,03;0;126,74;51,09;95,11;5,73;31,08
2012;MS;40;3.306;24.510,00;81;2.086,99;24.500,98;1,48;3,71;3,56;6,43;0,03;0,16;0,04;0,07;0,03;0,01;0;118,45;43,91;102,28;3,02;19,53
2012;MS;41;3.306;24.540,00;81,09;2.168,08;24.527,94;1,49;4,44;5,84;10,24;0,07;0,2;0,04;0,06;0,01;;0;119,78;49,65;99,7;3,02;21,23
2012;MS;42;3.306;24.550,57;81,15;2.249,23;24.547,72;1,24;1,38;2,84;7,82;0,04;0,18;0,03;0,03;0;;0;111,36;45,7;87,23;3,33;17,39
2012;MS;43;3.307;24.669,17;81,28;2.330,51;24.576,74;3,22;1,91;2,24;16,43;0,55;0,87;0,12;0,3;0,05;0,01;0,01;108,66;39,99;73,67;2,97;15,45
2012;MS;44;3.306;25.000,00;82,09;2.412,60;24.830,21;4,17;5,58;1,64;15,52;1,42;2,35;0,33;0,84;0,1;0,07;0,05;110,6;34,27;62;4,44;19,8
2012;MS;45;3.306;25.299,34;83,15;2.495,74;25.150,92;4,7;3,65;1,93;14,5;1,57;2,73;0,31;0,9;0,14;0,13;0,1;101,5;35,51;59,84;1,38;19,62
2012;MS;46;3.306;25.653,86;84,2;2.579,95;25.469,79;5,97;16,28;2,88;19,87;1,99;3,77;0,4;1,1;0,16;0,11;0,14;127,15;43,13;80,87;3,42;30,03
2012;MS;47;3.307;25.929,43;85,37;2.665,31;25.814,03;6,42;4,1;1,37;11,59;3,54;4,29;0,66;1,86;0,41;0,05;0,16;102,03;32,81;50,36;3,12;24
2012;MS;48;3.306;26.388,87;86,46;2.751,77;26.152,33;6,89;8,14;3,01;21,62;2,7;4,2;0,63;1,49;0,27;0,13;0,23;132,39;42,38;81,11;3,63;27,11
2012;MS;49;3.306;26.833,33;87,91;2.839,68;26.589,74;7,74;5,16;2,66;19,15;2,92;4,37;0,76;1,67;0,4;0,22;0,28;131,42;45,58;69,22;3,3;29,38
2012;MS;50;3.306;27.323,11;89,53;2.929,20;27.079,66;7,22;4,42;3,49;24,56;2,96;4,3;0,74;1,95;0,29;0,15;0,35;138,54;43,5;73,81;4,52;30,32
2012;MS;51;3.307;27.836,07;91,2;3.020,40;27.577,16;7,94;7,67;2,58;24,2;3,08;5;0,83;2,07;0,32;0,16;0,41;131,37;42,18;73,1;6,68;28,81
2012;MS;52;3.306;28.310,50;92,82;3.113,22;28.075,43;5,99;9,48;1,99;18,18;3,84;5,37;1,09;2,36;0,45;0,17;0,46;131,34;41,59;65,19;3,38;26,13
2012;MS;53;3.306;28.797,28;94,33;3.207,55;28.533,91;8,02;12,05;2,12;17,19;4,28;5,51;1,11;2,54;0,57;0,2;0,52;121,61;39,46;74,3;2,21;28,03
2012;MS;54;3.307;29.338,43;96,09;3.303,64;29.055,73;13,04;12;1,77;22,68;4,06;5,52;1,18;2,5;0,52;0,3;0,61;134,34;44,44;189,46;2,62;29,44
2012;MS;55;3.306;29.899,22;97,94;3.401,58;29.623,51;7,61;13,83;3,06;19,35;4,05;5,41;1,21;2,63;0,51;0,13;0,72;139,88;42,3;77,65;3,73;31,55
2012;MS;56;3.306;30.346,26;99,48;3.501,06;30.092,09;6,84;7,92;4,61;38,87;3,28;4,51;1,19;2,28;0,47;0,54;0,83;179,43;52,4;88,04;4,02;33,49
2012;MS;57;3.306;30.950,00;101,32;3.602,38;30.648,72;7,2;6,38;2,9;16,15;4,12;5,1;1,27;2,93;0,57;0,28;0,89;139,38;40,71;71,73;4,06;31,39
2012;MS;58;3.307;31.514,83;103,28;3.705,67;31.231,62;7,43;5,34;3,26;21,13;4,23;5,39;1,38;3,12;0,57;0,27;0,98;155,11;44,92;86,02;5,26;41,08
2012;MS;59;3.306;32.160,24;105,28;3.810,95;31.844,50;9,49;5;1,8;23,44;4,68;5,8;1,54;3,26;0,67;0,47;1,04;147,96;42,19;75,71;3,35;34,38
2012;MS;60;3.306;32.841,23;107,45;3.918,39;32.501,24;8,61;6,8;2,24;28,04;4,73;5,57;1,44;3,45;0,7;0,36;1,17;170,29;47,91;100,17;8,66;36,29
2012;MS;61;3.306;33.600,00;109,81;4.028,21;33.215,63;9,47;2,97;2,86;25,71;4,55;5,41;1,58;3,49;0,68;0,43;1,31;176,33;49,86;90;10,08;40,93
2012;MS;62;3.307;34.366,29;112,3;4.140,51;33.958,88;11,53;5,68;2,31;25,15;4,6;5,57;1,69;3,49;0,61;0,36;1,44;170,33;46,77;98,48;1,84;36,88
2012;MS;63;3.306;35.178,69;114,96;4.255,47;34.774,16;9,59;5,73;2,21;26,97;4,53;5,18;1,75;3,62;0,66;0,5;1,6;153,55;49,83;83,77;2,99;33
2012;MS;64;3.306;36.000,00;117,65;4.373,12;35.585,65;8,31;3,28;3,18;20,98;4,9;5,63;1,81;4,01;0,63;0,49;1,72;156,24;50,97;86,94;9,02;40,74
2012;MS;65;3.306;36.670,10;119,9;4.493,02;36.268,21;7,97;18,08;6,67;26,01;3,82;4,57;1,85;3,4;0,72;1,31;1,91;200,76;62,1;119,49;6,48;52,58
2012;MS;66;3.307;37.526,10;122,69;4.615,71;37.100,18;11,38;12,29;2,15;27,32;4,9;5,18;1,98;3,94;0,82;0,76;2,05;229,71;55,13;124,54;5,87;46,64
2012;MS;67;3.306;38.400,00;125,51;4.741,22;37.963,95;8,49;5,51;1,49;25,47;5,81;6,6;2,28;4,43;1,32;0,55;2,18;180,88;51,78;82,93;4,5;34,47
2012;MS;68;3.306;39.393,56;128,57;4.869,79;38.891,28;10,49;6,75;3,09;30,74;5,7;6,28;2,44;4,71;1,02;0,9;2,5;225,98;61,26;102,58;16,35;46,63
2012;MS;69;3.306;40.363,09;131,81;5.001,60;39.870,23;11,98;11,44;1,9;33,59;6,35;6,91;2,51;5,64;1,49;0,59;2,7;252,88;56,79;86,49;4,85;46,01
2012;MS;70;3.307;41.305,66;135,11;5.136,71;40.854,72;10,25;6,01;2,56;26,65;6,93;7,3;2,48;5,51;1,64;0,57;2,97;172,57;55,05;83,73;7,64;54,7
2012;MS;71;3.306;42.221,74;138,08;5.274,79;41.767,10;12,42;12,45;2,19;31,38;6,54;6,84;2,69;5,45;1,27;1,41;3,31;237,73;58,78;122,68;7,57;54,5
2012;MS;72;3.306;43.153,44;140,98;5.415,77;42.642,88;11,24;6,48;3,45;33,47;7,61;7,21;3,07;6,59;1,8;1,15;3,44;183,71;56,33;102,41;4,19;47,5
2012;MS;73;3.306;44.320,93;144,59;5.560,36;43.736,59;11,65;21,58;3,82;31,51;7,03;6,55;3,19;6,26;1,35;1,11;3,92;240,62;61,89;145,09;11,15;52,6
2012;MS;74;3.307;45.518,20;148,48;5.708,84;44.897,83;11,49;13,81;2,67;37,02;7,06;6,76;3,43;6,48;1,18;1;4,31;241,31;62,3;122,87;4,27;57,35
2012;MS;75;3.306;46.820,00;152,62;5.861,46;46.165,58;12,64;21,95;3,53;33,13;6,94;6,41;3,48;6,39;1,37;1,19;4,78;245,98;67,39;145,67;12;55,02
2012;MS;76;3.306;48.100,00;156,96;6.018,42;47.475,85;14,72;27,84;5,26;40,71;7,47;6,5;3,68;6,83;1,35;1,45;5,2;286,88;71,13;137,72;7,43;62,89
2012;MS;77;3.307;49.584,84;161,5;6.179,92;48.836,35;12,6;11,74;3,89;33,69;7,33;6,66;3,68;7,1;1,45;1,39;5,72;218,81;67,07;127,74;4,97;55,79
2012;MS;78;3.306;50.944,40;166,29;6.346,21;50.299,54;27,68;29,91;2,01;32,32;7,98;7,4;3,58;7,84;1,97;1,39;6,21;214,28;61,6;236,45;215,2;55
2012;MS;79;3.306;52.493,47;170,98;6.517,19;51.716,82;14,21;16,57;2,06;39,69;8,75;7,41;3,89;7,91;1,95;1,28;6,86;253,7;66,23;140,49;3,85;53,14
2012;MS;80;3.306;54.221,50;176,33;6.693,52;53.336,19;14,11;6,08;4,68;35,69;8,79;7,09;4,19;8,03;1,81;1,69;7,66;297,16;71,26;143,28;7,39;63,43
2012;MS;81;3.307;56.019,37;182,27;6.875,78;55.115,57;15,59;22,82;2,49;38,57;9,2;7,51;4,56;9,07;2,21;1,68;8,36;301,91;71,32;148,09;12,92;76,33
2012;MS;82;3.306;57.962,35;188,36;7.064,15;56.976,46;16,39;9,09;2,18;45,18;8,84;7,3;4,44;8,92;1,75;1,71;9,5;289,75;72,86;138,09;11,3;65,49
2012;MS;83;3.306;59.995,24;194,91;7.259,05;58.955,09;16,88;16,22;1,49;51,01;9,33;7,48;4,71;9,59;1,9;1,6;10,44;303,99;73,61;169,82;13,29;70,31
2012;MS;84;3.306;62.086,72;201,62;7.460,67;60.985,82;22,03;9,13;6,22;49,22;9,16;7,07;4,52;9,45;1,59;2,7;11,66;347,93;80,72;260,59;8,05;94,48
2012;MS;85;3.307;64.734,85;209,65;7.670,32;63.395,36;19,02;12,51;4,38;51,44;9,24;7,06;4,48;9,71;2,08;2,25;13,16;338,91;76,94;198,63;8,01;71,56
2012;MS;86;3.306;67.384,41;218,28;7.888,60;66.025,09;20,2;17,84;2,56;44,58;10,17;7,71;5,69;11,38;2,47;2,33;14,27;437,39;82,72;204,52;6,41;89,09
2012;MS;87;3.306;70.089,83;227,13;8.115,73;68.702,81;21,34;12,52;2,11;48,53;9,6;7,08;5,13;10,46;2,73;2,86;16,35;318,87;79,58;157,63;7,64;73,91
2012;MS;88;3.306;73.159,41;236,63;8.352,36;71.575,91;26,53;22,67;3,19;59,8;10,09;6,87;4,89;10,96;2,65;2,94;18,36;362,58;93,09;236,67;30,91;93,18
2012;MS;89;3.307;76.800,25;247,76;8.600,13;74.921,10;21,77;19,18;2,05;52,76;11,83;7,68;5,49;12,49;3,64;2,5;20,34;400,15;87,26;190,76;10,79;93,87
2012;MS;90;3.306;81.717,00;261,79;8.861,91;79.185,69;23,76;9,29;3,82;59,82;11,75;7,29;5,56;13,54;2,89;4,03;23,73;440,13;99,59;191,57;11,6;105,93
2012;MS;91;3.306;87.132,00;278,72;9.140,64;84.308,72;25,97;11,28;3,9;84,82;12,64;7,18;5,46;13,43;2,83;4,58;28,15;475,63;107,7;243,16;13,32;108,54
2012;MS;92;3.306;93.281,00;298,19;9.438,83;90.196,82;25,94;23,49;2,9;77,66;14,69;7,26;5,73;15,49;3,2;5;32,54;487,63;112,26;291,34;20;136,57
2012;MS;93;3.307;100.385,66;319,83;9.758,66;96.712,97;28,89;31,13;1,66;68,99;16,79;7,68;6,11;16,13;3,85;5,57;37,5;553,41;116,85;478,66;11,43;131,74
2012;MS;94;3.306;109.420,00;346,05;10.104,71;104.674,09;46,14;32,58;3,8;86,01;19,15;7,82;6,17;17,8;3,36;6,51;44,06;613,05;127,96;387,58;17,09;145,49
2012;MS;95;3.306;121.910,59;381,61;10.486,32;115.428,28;32,62;27,93;3,72;88,05;22,15;8,29;6,85;21,03;4,7;8,37;51,63;697,39;137,78;313,84;20,84;147,44
2012;MS;96;3.306;138.550,14;428,59;10.914,90;129.639,10;39,78;28,94;2,03;100,82;27,18;8,53;7,12;21,12;5,98;9,8;62,61;776,1;148,87;407,4;36,07;160,4
