Ano-calendário;Ente Federativo;Centil;Quantidade de Contribuintes;Rendimentos Tributaveis - Limite Superior da RTB do Centil [R$ milhões];Rendimentos Tributaveis - Soma da RTB do Centil [R$ milhões];Rendimentos Tributaveis - RTB Acumulada do Centil [R$ milhões];Rendimentos Tributaveis - Média da RTB do Centil [R$];Rendimentos Sujeitos à Tribut. Exclusiva [R$ milhões];Rendimentos Isentos - Lucros e dividendos [R$ milhões];Rendimentos Isentos - Rendim. Sócio/Titular ME/EPP Opt SIMPLES [R$ milhões];Rendimentos Isentos - Outros Rendimentos Isentos [R$ milhões];Despesas Dedutíveis - Previdência [R$ milhões];Despesas Dedutíveis - Dependentes [R$ milhões];Despesas Dedutíveis - Instrução [R$ milhões];Despesas Dedutíveis - Médicas [R$ milhões];Despesas Dedutíveis - Pensão Alimentícia [R$ milhões];Despesas Dedutíveis - Livro-Caixa [R$ milhões];Imposto Devido [R$ milhões];Bens e Direitos - Imóveis [R$ milhões];Bens e Direitos - Móveis [R$ milhões];Bens e Direitos - Financeiros [R$ milhões];Bens e Direitos - Outros Bens e Direitos [R$ milhões];Dívidas e Ônus [R$ milhões]
2010;RJ;42;23.720;24.000,00;565,12;13.431,39;23.824,68;81,77;144,13;22,1;117,76;16,07;21,9;6,91;15,27;2,61;0,79;1,36;773,87;176,02;1.374,75;21,6;131,48
2010;RJ;43;23.719;24.460,37;574,42;14.005,81;24.217,73;59,36;98,78;25,76;123,27;18,66;25,66;7,89;16,92;3,29;0,63;1,65;712,45;164,83;707,55;39,96;145,97
2010;RJ;44;23.719;24.943,26;585,5;14.591,31;24.684,78;116,91;73,29;26,09;115,86;19,77;26,39;8,78;18,41;3,54;0,51;2,09;662,87;152;997,62;29,99;103,83
2010;RJ;45;23.719;25.442,07;597,4;15.188,71;25.186,55;67,58;51,72;17,08;136,27;19,88;28,29;9,24;20,07;3,86;0,68;2,56;697,91;160,89;586,09;37,12;233,96
2010;RJ;46;23.720;25.987,18;609,82;15.798,53;25.709,09;72,31;52,61;16,76;120,94;21,95;29,73;10,35;21,55;4,06;0,58;3,03;684,33;153,38;595,45;21,55;121,25
2010;RJ;47;23.719;26.508,44;622,64;16.421,17;26.250,74;72,21;82,14;18,81;116,94;22,39;31,09;11,58;22,48;4,58;1;3,55;690,23;161,18;739,71;17,4;114,71
2010;RJ;48;23.719;27.022,17;634,98;17.056,15;26.770,87;75,12;61,34;15,63;121,61;23,02;31,05;12,64;23,76;4,83;0,79;4,08;695,08;154,45;595,57;25,23;114,48
2010;RJ;49;23.719;27.587,92;647,65;17.703,80;27.305,10;75,99;90,31;19,35;119,53;24,04;32,35;13,28;24,68;5,19;0,69;4,62;729,9;167,34;826,71;16,03;141,96
2010;RJ;50;23.719;28.151,27;660,9;18.364,70;27.863,92;79,77;69,47;18,44;119,97;24,54;33,08;14,12;26,75;5,58;1,16;5,2;762,57;162,74;694,25;31,5;155,31
2010;RJ;51;23.720;28.785,04;675,21;19.039,91;28.465,77;75,23;67,76;13,89;125,24;27,4;35,29;15,16;27,69;6,69;1,06;5,72;751,57;158,3;705,91;22,33;135,26
2010;RJ;52;23.719;29.380,43;689,64;19.729,55;29.075,46;72,72;67;18,97;135,59;25,19;32,33;14,93;28,49;6,26;0,95;6,63;781,8;169,31;698,36;17,78;124,82
2010;RJ;53;23.719;30.000,00;704,85;20.434,40;29.716,79;66,38;71,46;25,12;132,87;26,73;32,16;15,63;28,95;5,02;2,8;7,37;824,46;183,8;707,88;22,85;167,33
2010;RJ;54;23.719;30.679,14;719,56;21.153,96;30.336,74;93,59;374,65;28,51;139,2;28,79;34,33;16,54;30,74;5,82;1,57;7,98;843,76;189,26;1.441,08;26,1;707,29
2010;RJ;55;23.720;31.418,97;736,51;21.890,47;31.050,15;84,07;83,18;20,79;146,94;29,61;34,93;17,44;32,09;5,82;1,51;8,79;836,7;198,67;997,69;18,55;151,83
2010;RJ;56;23.719;32.186,01;754,23;22.644,70;31.798,40;82,93;81,83;19,15;149,57;30,62;34,74;17,92;33,62;6,44;1,47;9,68;844,27;187,04;790,86;26,41;152,96
2010;RJ;57;23.719;32.904,82;771,49;23.416,19;32.526,41;79,54;68,77;17,22;157,73;32,67;35,21;17,78;36,52;7,24;1,61;10,53;819,05;177,74;745,25;19,23;296,59
2010;RJ;58;23.719;33.676,29;789,46;24.205,65;33.283,82;83,26;81,92;20,53;192,92;34,99;35,99;19,34;36,6;7,64;1,59;11,37;882,29;188,53;902,34;24,13;176,22
2010;RJ;59;23.720;34.485,82;808,62;25.014,27;34.090,01;86,94;163,73;24,43;165,61;35,53;36,84;20,84;38,84;7,14;1,74;12,6;869,37;179,05;821,87;16,99;148,29
2010;RJ;60;23.719;35.295,96;827,65;25.841,92;34.894,08;84,58;76,46;27,23;144,77;35,9;35,65;20,87;40,91;7,67;2,03;14,28;862,3;189,53;766,44;20,07;170,58
2010;RJ;61;23.719;36.090,49;847,35;26.689,27;35.724,47;84,88;151,41;30,13;166,76;34,67;35,54;21,07;40,39;7,4;3,67;16,15;1.032,38;220,38;1.107,01;26,14;191,58
2010;RJ;62;23.719;36.976,80;866,45;27.555,72;36.529,81;91,6;85,82;21,67;140,34;39,98;38,67;23,79;44,58;7,99;2,12;17,35;1.022,56;203,42;1.119,74;37,63;289,8
2010;RJ;63;23.720;37.887,10;887,92;28.443,64;37.433,49;313,69;89,31;19,98;159,4;44,72;42,7;26,66;46,59;10,3;2,36;18,6;916,01;192,72;1.229,03;19,65;226,78
2010;RJ;64;23.719;38.756,98;908,17;29.351,81;38.288,90;84,1;95,81;22,84;161,18;47,82;45,56;28,84;49,03;10,48;2,63;20,09;880,55;197,07;840,46;40,9;227,3
2010;RJ;65;23.719;39.720,28;930,55;30.282,36;39.232,14;95,08;97,67;17,82;166,01;47,04;44,93;28,77;50,65;11,46;3,04;22,26;969,23;201,08;927,15;35,05;218,06
2010;RJ;66;23.719;40.759,77;954,17;31.236,54;40.228,30;88,36;93,04;19,8;153,21;45,49;41,75;27,17;50,63;11,05;3,58;25,1;997,97;210,85;836,42;22,41;194,2
2010;RJ;67;23.720;41.743,77;978,17;32.214,71;41.238,23;119,07;280,81;66,66;199,67;46,64;38,29;25,94;51,52;11,36;3,68;27,84;1.439,41;281,48;1.635,57;34,7;261,81
2010;RJ;68;23.719;42.792,69;1.002,14;33.216,85;42.250,43;106,81;123,72;27,43;179,95;46,16;39,27;26,65;53,59;10,64;5,05;30,19;1.288,85;240,52;1.297,70;28,79;212,26
2010;RJ;69;23.719;43.982,48;1.029,06;34.245,90;43.385,44;121,14;122,62;22;175,84;47,87;40,33;28,36;56,14;11,39;4,53;32,77;1.103,05;217,76;1.079,39;26,54;207,43
2010;RJ;70;23.719;45.182,61;1.057,03;35.302,94;44.564,82;124,5;90,12;21,42;178,74;47,98;40,21;28,98;58,06;11,19;4,86;35,75;1.137,72;232,17;1.205,50;28,53;267,42
2010;RJ;71;23.720;46.560,06;1.087,86;36.390,79;45.862,38;103,17;110,52;23,47;167,87;50,74;41,33;30,8;60,07;12,34;5,28;39,41;1.202,66;243,15;1.021,58;44,17;213,86
2010;RJ;72;23.719;47.939,10;1.120,64;37.511,43;47.246,39;119,71;124,52;23,39;192,68;52,49;42,71;32,78;61,95;12,77;5,55;43,62;1.234,54;245,33;1.140,82;40,28;232,8
2010;RJ;73;23.719;49.334,17;1.152,87;38.664,30;48.605,15;134,63;150,49;30,55;185,31;52,36;41,26;31,57;62,38;13,68;7,56;48,55;1.507,62;257,56;1.361,58;33,42;251,63
2010;RJ;74;23.719;50.800,00;1.187,74;39.852,03;50.075,26;139,8;89,2;24,08;193,27;54,04;40,47;30,01;63,95;14,95;5,81;54,03;1.259,87;245,09;1.134,21;30,03;244,37
2010;RJ;75;23.719;52.501,86;1.224,51;41.076,54;51.625,75;121,7;108,79;18,13;200,68;51,98;39,69;30,74;65,65;14,45;7,13;60;1.316,90;296,88;1.156,16;25,46;299,14
2010;RJ;76;23.720;54.288,62;1.266,44;42.342,98;53.391,14;136,78;137,83;28,99;207;54,41;39,86;32,56;70,72;14,29;11,23;65,69;1.511,56;278,45;1.476,09;66,86;326,07
2010;RJ;77;23.719;56.165,88;1.309,81;43.652,79;55.222,14;139,71;121,68;20,52;200,03;61,39;44,72;38,4;74,51;15,44;9,3;70,85;1.460,11;278,14;1.286,61;38,36;270,19
2010;RJ;78;23.719;58.205,20;1.355,82;45.008,61;57.161,77;132,71;144,67;35,01;227,15;60,05;41,81;36,23;74,79;16,44;8,73;79,78;1.497,76;292,64;1.470,08;77,33;269,55
2010;RJ;79;23.719;60.444,12;1.407,44;46.416,06;59.338,22;172,47;230,5;30,85;256,75;57,73;38,63;33,4;74,77;16,28;11,77;90,75;1.750,45;318,48;2.159,87;63,93;345,43
2010;RJ;80;23.720;62.970,54;1.463,12;47.879,17;61.682,76;280,63;157,46;24,65;258,51;60,62;38,52;34,22;79,96;14,88;10,63;101,42;1.737,22;333,54;1.632,18;48,23;324,56
2010;RJ;81;23.719;65.422,73;1.522,82;49.401,99;64.202,48;154,77;138,15;21,14;227,25;74,09;45,71;41,46;88,53;21,05;9,72;108,48;1.712,11;321,72;1.691,70;35,32;316,5
2010;RJ;82;23.719;68.040,55;1.582,25;50.984,24;66.708,15;168,56;131,83;24,07;246,68;72,36;41,06;36,1;85,19;21,61;11,21;123,37;1.754,06;327,64;1.503,90;45,28;332,66
2010;RJ;83;23.719;70.802,13;1.646,99;52.631,23;69.437,69;199,41;159,66;21,27;276,4;74,99;38,06;32,97;86,25;20,74;9,76;140,12;1.851,27;336,03;1.724,16;46,27;286,28
2010;RJ;84;23.720;73.988,82;1.715,88;54.347,11;72.338,94;179,93;220,14;19,93;282,23;77,59;38,29;34,41;91,5;22,36;13,37;155,88;1.996,18;364,17;1.958,83;100,01;372,79
2010;RJ;85;23.719;77.468,19;1.796,96;56.144,08;75.760,57;224,12;151,78;17,99;272,14;83,29;38,98;34,77;95,97;20,52;11,66;176,57;2.084,93;366,91;1.856,29;48,79;383,5
2010;RJ;86;23.719;81.305,28;1.881,33;58.025,41;79.317,56;196,89;157,47;21,73;314,72;86,08;37,39;33,53;97,61;20,91;15,92;198,05;2.127,85;399,47;2.086,38;45,41;452,65
2010;RJ;87;23.719;85.797,26;1.980,84;60.006,25;83.512,84;246,62;199,95;19,87;384,82;93;39,39;36,19;104,96;22,35;17,66;221,24;2.458,09;425,57;2.706,49;51,71;754,75
2010;RJ;88;23.720;90.238,90;2.087,10;62.093,36;87.989,17;237,69;160,77;20,71;299,28;109,91;40,4;36,4;109,59;28,32;15,77;245,85;2.366,05;458,62;2.532,52;45,14;473,93
2010;RJ;89;23.719;95.594,13;2.202,76;64.296,12;92.869,10;256,63;160,95;19,35;364,3;116,84;40,68;38,6;116,75;26,81;19,05;274,1;2.717,98;468,53;2.775,73;74,97;806,87
2010;RJ;90;23.719;101.909,38;2.338,51;66.634,62;98.592,13;275,63;330,18;22,14;431,79;126,5;40,8;38,35;123,94;28,36;22,21;307,4;2.932,76;518,5;3.273,76;198,41;728,33
2010;RJ;91;23.719;109.499,11;2.504,29;69.138,91;105.581,56;287,45;263,88;18,61;391,99;139,37;41,3;39,47;132,58;30,13;25,03;347,7;3.178,22;532,45;4.035,99;71,01;614,32
2010;RJ;92;23.720;118.205,63;2.699,19;71.838,10;113.793,69;332,82;268,79;17,58;429,72;153,3;40,4;38,19;142,52;32,95;27,39;395,99;3.418,31;568,8;3.663,06;69,18;600,87
2010;RJ;93;23.719;128.286,14;2.920,32;74.758,42;123.121,55;362,01;224,5;19,39;595,28;183,29;40,79;37,56;147,27;37,15;32,2;448,75;3.730,56;591,83;3.884,31;100,43;898,82
2010;RJ;94;23.719;140.010,11;3.177,57;77.935,99;133.967,32;370,96;239,94;20,21;472,3;212,81;42,99;39,32;158,24;45,41;30,91;509,77;4.113,21;650,37;4.472,65;270,2;735,03
2010;RJ;95;23.719;153.523,96;3.473,13;81.409,12;146.428,03;427,84;265,64;20,8;534,88;248,8;44,11;40,02;168,86;55,55;36,49;577,09;4.567,33;778,22;4.942,53;134,74;690,5
2010;RJ;96;23.720;172.372,86;3.852,34;85.261,46;162.408,90;745,83;394,79;24,29;539,41;277,03;43,67;39,39;182,05;60,25;46,64;667,42;5.200,81;815,61;6.055,33;109,88;800,87
2010;RJ;97;23.719;198.708,55;4.383,57;89.645,02;184.812,41;875,67;652,95;25,69;723,19;310,01;41,83;37,33;198,62;60,67;58,63;799,45;6.104,14;967,84;10.298,12;449,17;1.046,17
2010;RJ;98;23.719;232.824,13;5.101,52;94.746,54;215.081,70;974,4;503,21;24,29;822,1;380,35;40,68;36,26;222,69;69,22;56,04;973,61;6.532,19;938,88;9.799,87;597,54;1.048,81
2010;RJ;99;23.719;300.838,81;6.221,18;100.967,72;262.286,65;1.038,77;664,16;27,59;1.056,29;443,41;43,58;39,28;239,05;93,44;89,56;1.243,06;8.794,25;1.216,98;12.451,12;268,18;1.398,76
2010;RJ;100;23.719;31.477.882,23;12.177,27;113.144,99;513.397,13;3.598,17;3.766,55;43,04;2.705,57;592,43;44,95;41,47;253,02;141,19;505,65;2.704,43;17.294,25;2.171,85;56.627,42;1.247,74;3.336,80
2010;RJ;100.1;2.372;309.647,27;723,72;723,72;305.107,52;105,38;73,09;2,02;133,68;56,85;4,49;4,27;25,56;10,18;8,77;148,3;1.048,93;139,79;1.447,96;27,26;153,27
2010;RJ;100.2;2.372;321.798,24;748,73;1.472,44;315.653,24;136,03;92,93;4,52;142,24;51,15;4,5;4,23;24,41;11,4;10,41;155,99;1.087,82;149,14;1.518,55;48,03;141,08
2010;RJ;100.3;2.372;336.903,27;780,54;2.252,98;329.063,43;213,23;136,17;2,61;180,12;52,55;4,47;4,18;25,44;11,77;14,24;162,9;1.123,27;149,21;1.742,98;27,08;179,97
2010;RJ;100.4;2.372;356.521,82;821,39;3.074,37;346.284,55;169,17;65;4,5;170,4;51,96;4,23;3,95;23,64;10,95;11,05;175,8;1.280,75;162,66;2.927,56;41,25;152,59
2010;RJ;100.5;2.372;379.605,20;872,89;3.947,26;367.997,92;244,63;128,8;3,16;161,03;53,29;4,48;3,91;24,54;13,92;13,68;187,93;1.291,85;154,81;1.947,42;59,64;230,29
2010;RJ;100.6;2.372;410.923,00;935,23;4.882,49;394.280,09;154,36;252,5;5,27;183,93;53,26;4,57;4,27;24,19;11,82;14,12;205,3;1.331,19;170,51;2.715,95;41,42;209,88
2010;RJ;100.7;2.372;455.283,06;1.023,55;5.906,05;431.514,53;217,18;171,22;5,13;160,91;54,94;4,42;3,99;23,65;13,75;15,53;228,41;1.534,09;174,04;2.796,34;65,29;253,95
2010;RJ;100.8;2.372;538.180,04;1.166,19;7.072,23;491.646,66;234,92;177,45;5,93;281,97;53,37;4,43;4,23;26,14;14,4;20,66;265,37;1.897,29;202,73;3.541,39;140,53;402,74
2010;RJ;100.9;2.372;732.477,99;1.463,66;8.535,89;617.056,56;624,28;434,57;4,19;251,43;59,54;4,44;4,11;24,82;13,67;30,41;343,38;2.377,97;256,81;5.937,21;119,9;438,83
2010;RJ;100.10;2.371;31.477.882,23;3.641,38;12.177,27;1.535.797,82;1.498,99;2.234,82;5,7;1.039,85;105,53;4,9;4,32;30,65;29,33;366,79;831,05;4.321,09;612,14;32.052,06;677,34;1.174,20
2010;RN;1;2.290;;;;;3,71;2,85;1,73;34,43;;;;;;;;53,9;10,35;62,62;2,57;8,9
2010;RN;2;2.289;;;;;11,69;49,78;2,09;39,81;;;;;;;;86,51;12,3;183,34;2,7;10,15
2010;RN;3;2.289;;;;;2,71;1,47;1,13;39,16;;;;;;;;66,51;8,03;50,9;3,15;5
2010;RN;4;2.289;;;;;4,32;3,67;1,36;49,08;;;;;;;;73,26;12,48;81,75;1,14;9,26
2010;RN;5;2.290;;;;;3,03;4,11;0,86;42,52;;;;;;;;75,4;12,74;79,09;11,36;10,47
2010;RN;6;2.289;;;;;3;6,38;2,52;40,44;;;;;;;;72,43;12,19;93,66;3,06;15,91
2010;RN;7;2.289;;;;;2,93;7,9;2,06;43,81;;;;;;;;68,37;12,17;70;1,76;14,51
2010;RN;8;2.289;;;;;1,88;1,47;0,84;43,07;;;;;;;;56,82;8,96;56,75;8,32;5,1
2010;RN;9;2.289;;;;;2,19;2,17;0,82;37,4;;;;;;;;57,01;9,05;100,62;1,21;7,15
2010;RN;10;2.290;1.875,46;1,2;1,2;522,02;3,72;3,27;0,44;45,23;0,05;0,06;0;0,04;0;;;56;11,06;48,37;0,81;13,01
2010;RN;11;2.289;4.659,75;7,67;8,86;3.350,06;3,84;7,54;1,02;29,73;0,22;0,37;0,02;0,24;0,04;0;;53,07;11,27;42,74;1,19;7,07
2010;RN;12;2.289;6.120,00;12,82;21,69;5.602,76;2,1;6,73;1,61;20,37;0,25;0,32;0,04;0,25;0,05;0;;37,31;10,37;54,94;1,57;6,77
2010;RN;13;2.289;6.120,00;14,01;35,7;6.120,00;1,42;16,51;5,18;4,61;0,26;0,12;0,01;0,04;0,02;;;30,38;9,54;45,03;6,07;8,02
2010;RN;14;2.289;6.731,65;14,38;50,08;6.283,07;2,57;11,41;2,82;13,97;0,29;0,22;0,04;0,19;0;0;;35,03;9,83;37,26;6,19;5,85
2010;RN;15;2.290;8.179,38;17,05;67,13;7.446,24;2,84;4,9;1,05;18,61;0,36;0,5;0,05;0,36;0,02;;;47;8,94;40,72;0,41;7,91
2010;RN;16;2.289;9.600,00;20,42;87,55;8.919,68;2,33;4,47;1,65;22,87;0,51;0,45;0,08;0,35;0,06;0;;48,01;10,02;55,28;0,2;4,18
2010;RN;17;2.289;10.952,81;23,54;111,09;10.283,87;4,83;4,1;1,48;17,08;0,49;0,46;0,1;0,4;0,07;0,01;;40,82;9,9;34,73;2,07;4,67
2010;RN;18;2.289;12.000,00;26,57;137,65;11.606,17;2,87;13,88;2,19;18,51;0,5;0,53;0,11;0,42;0,1;0;;52,09;12,89;72,65;2,38;8,59
2010;RN;19;2.289;12.501,77;27,87;165,52;12.175,61;2,03;17,45;2,4;12,68;0,38;0,3;0,07;0,23;0,05;0,01;;49,68;12,86;48,46;2,21;5,14
2010;RN;20;2.290;13.443,00;29,79;195,31;13.007,06;3,89;4,36;0,67;13,33;0,61;0,55;0,11;0,42;0,06;0,02;;194,01;9,54;42,58;2,93;9,29
2010;RN;21;2.289;14.400,00;32,04;227,35;13.997,14;2,18;1,53;1,06;11,78;0,65;0,45;0,1;0,47;0,06;0;;305,7;9,85;31,97;0,91;5,46
2010;RN;22;2.289;15.115,45;33,74;261,09;14.739,98;2,45;6,19;1,14;10,27;0,65;0,52;0,08;0,36;0,07;0;;34,92;8,94;32,72;2,23;5,37
2010;RN;23;2.289;15.929,53;35,54;296,63;15.524,89;1,75;4,88;2,11;8,99;0,62;0,51;0,09;0,32;0,07;0,02;;34,8;8,78;30,65;0,71;3,55
2010;RN;24;2.290;16.670,21;37,3;333,92;16.286,61;2,08;4,24;0,59;11,15;0,7;0,58;0,14;0,46;0,08;0,03;;36,34;9,91;26,67;0,87;5,21
2010;RN;25;2.289;17.215,20;38,73;372,65;16.918,58;1,48;2,64;1,53;6,7;0,61;0,46;0,11;0,36;0,05;0,03;;25,75;8,7;22,17;1,12;3,68
2010;RN;26;2.289;17.750,00;40,03;412,68;17.486,89;2,32;2,9;1,28;7,52;0,64;0,48;0,12;0,28;0,06;0,02;;33,25;9,82;39,72;1,03;4,71
2010;RN;27;2.289;18.000,00;41,04;453,71;17.927,75;1,08;4,22;1,01;4,09;0,36;0,31;0,05;0,21;0,05;0,03;0;29,22;9,31;22,29;0,77;2,95
2010;RN;28;2.289;18.120,00;41,24;494,96;18.018,65;0,72;3,73;1,56;3,72;0,34;0,27;0,03;0,13;0,03;0,01;0;30,78;9,58;30,19;0,83;2,56
2010;RN;29;2.290;18.560,45;42;536,96;18.342,76;2,61;7,76;2,09;7,5;0,75;0,59;0,1;0,44;0,04;0,01;0;37,21;13,59;33,69;2,89;5,49
2010;RN;30;2.289;19.094,72;43,09;580,05;18.823,91;2,79;5,06;0,32;7,77;0,77;0,7;0,17;0,45;0,09;0;0;34,94;10,21;49,63;9,2;22,63
2010;RN;31;2.289;19.490,00;44,11;624,16;19.270,42;2,22;2,26;1,31;8,18;0,7;0,62;0,09;0,38;0,11;0,05;0;36,32;9,86;24,74;0,18;5,37
2010;RN;32;2.289;19.964,26;45,14;669,3;19.721,43;4,39;1,13;1,38;8,11;0,66;0,72;0,17;0,4;0,13;0;0;36,43;10,83;21,27;2,51;4,55
2010;RN;33;2.289;20.367,96;46,12;715,42;20.146,67;2,45;2,18;1,13;5,18;0,66;1,02;0,16;0,38;0,07;0,01;0;35,4;9,98;22,9;0,94;5,37
2010;RN;34;2.290;20.558,45;46,9;762,32;20.480,10;3,83;1,92;0,71;2,47;0,53;0,71;0,14;0,26;0,01;0,06;0;25,85;9,42;17,2;0,5;6,17
2010;RN;35;2.289;20.890,11;47,45;809,77;20.728,39;2,95;0,69;0,29;5,02;0,71;1,07;0,14;0,35;0,07;0,02;0;27,42;8,36;11,34;0,2;8,81
2010;RN;36;2.289;21.114,59;48,03;857,79;20.981,44;3,21;0,88;0,53;4,63;0,76;1,18;0,13;0,27;0,09;0,01;0;26,82;9,35;17,46;0,38;6,07
2010;RN;37;2.289;21.353,75;48,57;906,36;21.216,75;3,27;0,53;0,36;3,64;1,03;1,73;0,2;0,34;0,26;0,01;0;19,36;7,92;14,9;1,84;5,69
2010;RN;38;2.289;21.600,00;49,22;955,58;21.503,57;3,81;1,1;0,43;6,8;0,53;1,01;0,14;0,27;0,14;0,02;0;26,56;11;26,19;0,91;5,11
2010;RN;39;2.290;21.649,91;49,47;1.005,05;21.603,57;1,03;3,8;0,49;3,2;0,17;0,43;0,05;0,09;0,06;0,04;0;27,85;9,53;38,12;1,26;4,96
2010;RN;40;2.289;21.939,71;49,89;1.054,94;21.795,70;2,55;1,44;0,52;5,61;0,6;0,89;0,15;0,26;0,13;0,02;0;26,09;10,39;21,73;2,71;4,82
2010;RN;41;2.289;22.120,00;50,41;1.105,35;22.023,00;1,98;2,96;0,9;4,04;0,31;0,55;0,14;0,21;0,1;0,03;0;34,91;11,83;25,81;0,47;5,05
2010;RN;42;2.289;22.267,72;50,81;1.156,16;22.198,68;1,96;8,31;0,85;5,11;0,27;0,53;0,1;0,16;0,05;0,02;0;35,19;12,93;40,42;2,6;6,48
2010;RN;43;2.290;22.400,00;51,16;1.207,33;22.341,51;1,45;1,7;0,94;5,12;0,28;0,55;0,13;0,16;0,05;0,01;0;32,96;14,06;35,95;0,82;7,62
2010;RN;44;2.289;22.450,00;51,33;1.258,66;22.424,88;1,05;3,58;1,43;2,22;0,21;0,31;0,08;0,07;0,07;;0;32,27;20,17;32,54;1,02;5,6
2010;RN;45;2.289;22.605,24;51,5;1.310,15;22.497,73;1,76;1,01;1,14;4;0,47;0,76;0,17;0,4;0,04;0,01;0;29,15;14,28;40,21;0,79;4,55
2010;RN;46;2.289;22.922,80;52,1;1.362,25;22.759,42;3,42;1,79;0,35;3,28;1,34;2,03;0,45;0,78;0,25;0,02;0,03;33,35;11,28;18,15;0,32;5,5
2010;RN;47;2.289;23.266,46;52,83;1.415,09;23.081,75;3,86;0,82;0,54;5,71;1,58;2,33;0,56;1,02;0,18;0,06;0,06;29,82;14,96;16,59;0,85;6,84
2010;RN;48;2.290;23.660,47;53,73;1.468,82;23.463,62;3,85;1,14;0,46;7,13;1,61;2,53;0,57;1,09;0,25;0,03;0,09;31,72;13,41;16,2;0,27;6,11
2010;RN;49;2.289;24.000,00;54,64;1.523,46;23.871,54;3,56;3,06;0,83;6,72;1,59;2,4;0,67;1,1;0,32;0,09;0,14;42,77;13,93;25,7;1,22;7,94
2010;RN;50;2.289;24.441,53;55,39;1.578,85;24.199,06;3,83;8,02;1,01;6,32;1,96;2,87;0,8;1,43;0,34;0,06;0,15;45,84;13,67;27,66;0,56;7,54
2010;RN;51;2.289;24.905,44;56,45;1.635,30;24.661,71;4,46;1,98;0,89;9,55;2,21;3,2;0,89;1,35;0,43;0,02;0,19;33,13;13,53;24,41;1,32;6,65
2010;RN;52;2.289;25.398,64;57,55;1.692,85;25.141,40;4,27;1,01;0,36;5,89;1,99;3,21;0,87;1,29;0,44;0,05;0,24;39,6;13,88;21,72;1,12;9,77
2010;RN;53;2.290;25.913,13;58,76;1.751,61;25.660,21;4,41;1,82;0,83;14,41;2,4;3,79;1,05;1,43;0,51;0,04;0,27;49,64;13,26;22,38;0,52;9,22
2010;RN;54;2.289;26.430,10;59,92;1.811,53;26.177,98;4,09;2,18;0,63;5,92;2,44;3,57;1,07;1,56;0,54;0,04;0,33;38,54;13,17;53,49;1,27;6,92
2010;RN;55;2.289;27.000,00;61,14;1.872,68;26.712,05;4,42;2,25;0,73;6,05;2,53;3,69;1,12;1,64;0,43;0,14;0,38;38,65;12,69;22,29;0,24;8,9
2010;RN;56;2.289;27.600,00;62,49;1.935,17;27.300,82;5,84;4,66;0,74;8,65;2,56;3,57;1,27;1,92;0,44;0,08;0,44;47,28;15,49;25,09;2,72;8,41
2010;RN;57;2.289;28.204,46;63,83;1.999,00;27.886,93;5,28;5,34;0,89;7,73;2,49;3,73;1,33;1,71;0,38;0,14;0,51;48,56;15,08;36,94;0,83;9,14
2010;RN;58;2.290;28.878,27;65,37;2.064,37;28.543,90;4,86;1,93;0,94;8,6;2,85;3,85;1,52;1,92;0,4;0,09;0,57;48,34;16,2;20,8;0,73;9,37
2010;RN;59;2.289;29.556,04;66,85;2.131,22;29.206,98;4,64;1,33;0,44;7,22;2,75;3,71;1,45;2,01;0,5;0,1;0,65;40,59;15,23;21,14;0,65;9,62
2010;RN;60;2.289;30.117,73;68,38;2.199,61;29.874,88;4,14;3,06;1,54;6,27;2,49;3,35;1,62;2,08;0,5;0,36;0,74;50,4;19,17;23,06;0,48;10,41
2010;RN;61;2.289;30.831,10;69,76;2.269,37;30.477,63;4,5;2,09;0,58;7,5;2,96;3,79;1,61;2,08;0,63;0,16;0,8;44,09;16,36;20,47;0,77;10,32
2010;RN;62;2.290;31.572,36;71,42;2.340,79;31.189,07;5,65;2,61;0,59;6,75;3,08;3,82;1,67;2,34;0,54;0,24;0,88;47,89;16,54;19,31;1,06;13,72
2010;RN;63;2.289;32.350,00;73,15;2.413,94;31.958,02;5,23;2,26;0,82;8,03;3,21;4;1,88;2,58;0,75;0,19;0,95;51,66;17,44;25,44;0,75;9,65
2010;RN;64;2.289;33.150,00;74,98;2.488,92;32.755,83;5,42;2,97;0,85;9,7;3,57;3,85;1,71;2,78;0,92;0,19;1,04;55,39;17,55;37,86;0,98;10,64
2010;RN;65;2.289;34.012,05;76,86;2.565,79;33.580,15;5,34;2,05;0,28;8,08;3,65;4,06;1,94;2,78;0,87;0,36;1,14;47,09;18,51;20,07;0,56;11,07
2010;RN;66;2.289;34.937,73;78,93;2.644,72;34.482,96;5,77;2,87;0,89;8,08;3,69;4,3;2,25;2,84;0,69;0,14;1,29;55,8;19,29;25,17;0,83;12,4
2010;RN;67;2.290;35.894,82;81,06;2.725,78;35.398,18;6,18;3,44;0,66;8,84;3,7;4,12;2,15;2,83;0,7;0,13;1,51;51,03;18,84;29,87;1,92;11,25
2010;RN;68;2.289;36.720,00;82,98;2.808,76;36.249,67;6;10,9;1,65;14,09;3,3;3,65;2,09;2,95;0,58;0,44;1,73;83,74;26,03;76,82;2,42;20,97
2010;RN;69;2.289;37.833,89;85,3;2.894,06;37.264,99;6,08;3,23;1,18;9,61;4,13;4,66;2,58;3,26;0,84;0,24;1,82;60,84;21,25;32,5;0,51;14,21
